Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido,Fecha_Venta_Respaldo
10/04/2022,Christel Zambonini,Villa Crespo,Equipos De Audio,Corsair,437287.0,24641,,2,2,12-05-2026
19/05/2022,Barde Benoist,Flores,Tv,Samsonite,360830.0,23872,2026-05-15,2,3,2026/05/15
26/02/2022,Timmy Ashlin,Palermo,Equipos De Audio,Samsonite,370108.0,22606,,3,1,18-05-2026
02/04/2022,Angelita Lambkin,Flores,Equipos De Audio,Netgear,290736.0,21048,2026-05-10,5,2,2026/05/10
09/05/2022,Cecil Apted,Paternal,Equipos De Audio,Engel,116755.0,24125,,5,3,12-05-2026
18/03/2022,Timmy Ashlin,Flores,Equipos De Audio,Trust,258462.0,18695,2026-05-15,5,1,2026/05/15
05/04/2022,Dallis Beefon,San Nicolás,Tv,Millenium,456312.0,25419,,2,2,18-05-2026
11/05/2022,Cecil Apted,Ezeiza,Equipos De Video,Samsonite,108919.0,17835,2026-05-10,5,3,2026/05/10
22/02/2022,Ursuline Castilla,Recoleta,Equipos De Audio,Conceptronic,247615.0,22642,,3,1,12-05-2026
25/06/2022,Pennie Hess,Palermo,Equipos De Video,Xiaomi,347974.0,23941,2026-05-15,2,2,2026/05/15
28/01/2022,Pennie Hess,Ezpeleta,Tv,Toshiba,277079.0,19177,,2,3,18-05-2026
17/06/2022,Ursuline Castilla,Floresta,Tv,Netgear,101945.0,18482,2026-05-10,2,1,2026/05/10
17/06/2022,Mufi Panchin,San Martín,Pc Armada,Trust,399553.0,23580,,2,2,12-05-2026
30/01/2022,Cecil Apted,Flores,Electrodomésticos,Conceptronic,423037.0,17322,2026-05-15,2,3,2026/05/15
29/06/2022,Timmy Ashlin,Floresta,Equipos De Video,Startech,385580.0,22520,,5,1,18-05-2026
07/03/2022,Pennie Hess,Villa Soldati,Pc Armada,Engel,323698.0,22983,2026-05-10,5,2,2026/05/10
16/02/2022,Dorotea Brandolini,Villa Crespo,Notebook,Digitus,266729.0,24739,,5,3,12-05-2026
27/06/2022,Dallis Beefon,Chacarita,Tv,Digitus,309554.0,17751,2026-05-15,1,1,2026/05/15
15/02/2022,Mufi Panchin,Flores,Equipos De Video,Samsonite,195459.0,23017,,1,2,18-05-2026
22/01/2022,Barde Benoist,Chacarita,Equipos De Audio,Trust,332872.0,21933,2026-05-10,4,3,2026/05/10
10/04/2022,Dorotea Brandolini,San Martín,Notebook,Samsung,131112.0,20832,,3,1,12-05-2026
18/06/2022,Juliet Glynne,Boedo,Tv,Netgear,439358.0,18903,2026-05-15,3,2,2026/05/15
25/01/2022,Pennie Hess,San Nicolás,Pc Armada,Samsonite,393977.0,22373,,4,3,18-05-2026
24/04/2022,Angelita Lambkin,Ezpeleta,Equipos De Video,Corsair,124445.0,16674,2026-05-10,3,1,2026/05/10
01/02/2022,Juliet Glynne,Boedo,Electrodomésticos,Vodafone,218039.0,17656,,1,2,12-05-2026
22/04/2022,Christel Zambonini,Floresta,Equipos De Audio,Huawei,209300.0,22421,2026-05-15,3,3,2026/05/15
02/06/2022,Dorotea Brandolini,San Nicolás,Notebook,Synology,416428.0,19746,,4,1,18-05-2026
25/03/2022,Arvin Bernhardi,Ezpeleta,Electrodomésticos,Wacom,110019.0,23452,2026-05-10,2,2,2026/05/10
30/03/2022,Angelita Lambkin,Villa Soldati,Tv,LG,255664.0,21731,,5,3,12-05-2026
21/05/2022,Angelita Lambkin,Paternal,Equipos De Audio,Samsung,232459.0,20345,2026-05-15,3,1,2026/05/15
22/03/2022,Humfried Woodberry,Floresta,Tv,Access,422450.0,18355,,1,2,18-05-2026
18/05/2022,Christel Zambonini,San Nicolás,Pc Armada,Digitus,354589.0,24603,2026-05-10,2,3,2026/05/10
03/05/2022,Dallis Beefon,Recoleta,Notebook,LG,329912.0,20839,,3,1,12-05-2026
25/01/2022,Em Edmonson,Recoleta,Equipos De Audio,Nord,314048.0,24588,2026-05-15,2,2,2026/05/15
16/05/2022,Em Edmonson,Ezpeleta,Equipos De Video,Samsonite,231749.0,19088,,3,3,18-05-2026
24/04/2022,Cecil Apted,Paternal,Pc Armada,Nord,260745.0,22800,2026-05-10,1,1,2026/05/10
23/05/2022,Arvin Bernhardi,Ezeiza,Electrodomésticos,Ubiquity,422833.0,17591,,2,2,12-05-2026
19/01/2022,Angelita Lambkin,Ezeiza,Notebook,Netgear,427435.0,23007,2026-05-15,3,3,2026/05/15
11/05/2022,Christel Zambonini,San Nicolás,Electrodomésticos,Kensington,201811.0,23328,,2,1,18-05-2026
08/04/2022,Arvin Bernhardi,Villa Crespo,Electrodomésticos,Ubiquity,267813.0,22767,2026-05-10,3,2,2026/05/10
17/01/2022,Arvin Bernhardi,Flores,Tv,Kensington,138116.0,22947,,5,3,12-05-2026
11/01/2022,Cecil Apted,Ezpeleta,Equipos De Audio,Samsonite,281984.0,19247,2026-05-15,4,1,2026/05/15
28/01/2022,Cecil Apted,Chacarita,Notebook,Engel,361388.0,24664,,4,2,18-05-2026
18/02/2022,Em Edmonson,Villa Bosch,Pc Armada,Startech,120681.0,22901,2026-05-10,5,3,2026/05/10
06/02/2022,Cecil Apted,Recoleta,Tv,Netgear,130776.0,23120,,3,1,12-05-2026
11/01/2022,Dorotea Brandolini,San Martín,Equipos De Audio,Xiaomi,290363.0,18400,2026-05-15,3,2,2026/05/15
24/02/2022,Juliet Glynne,Paternal,Tv,Ubiquity,452318.0,20818,,1,3,18-05-2026
06/03/2022,Cecil Apted,Paternal,Electrodomésticos,Ubiquity,406979.0,19966,2026-05-10,4,1,2026/05/10
22/05/2022,Arvin Bernhardi,Palermo,Notebook,Toshiba,231271.0,21559,,5,2,12-05-2026
01/04/2022,Cecil Apted,Recoleta,Electrodomésticos,Samsonite,306913.0,22978,2026-05-15,3,3,2026/05/15
06/04/2022,Mufi Panchin,Villa Crespo,Equipos De Audio,Toshiba,115722.0,20395,,5,1,18-05-2026
25/05/2022,Dorotea Brandolini,Flores,Equipos De Audio,Huawei,231242.0,21192,2026-05-10,4,2,2026/05/10
16/02/2022,Pennie Hess,Villa Soldati,Tv,Access,262547.0,24482,,2,3,12-05-2026
13/06/2022,Juliet Glynne,Ezpeleta,Equipos De Video,Kensington,367216.0,21924,2026-05-15,3,1,2026/05/15
12/04/2022,Christel Zambonini,Flores,Equipos De Video,Vodafone,297416.0,21481,,3,2,18-05-2026
14/04/2022,Dorotea Brandolini,Recoleta,Equipos De Video,Trust,148568.0,22278,2026-05-10,3,3,2026/05/10
18/02/2022,Dallis Beefon,Villa Bosch,Equipos De Video,Samsung,242227.0,24291,,3,1,12-05-2026
20/01/2022,Arvin Bernhardi,Villa Crespo,Electrodomésticos,Corsair,443216.0,16557,2026-05-15,5,2,2026/05/15
04/02/2022,Dorotea Brandolini,Avellaneda,Tv,Startech,367027.0,19214,,4,3,18-05-2026
14/01/2022,Constantine Creeber,Paternal,Equipos De Audio,Wacom,355614.0,24896,2026-05-10,3,1,2026/05/10
25/03/2022,Em Edmonson,Recoleta,Equipos De Audio,Kensington,347725.0,19858,,5,2,12-05-2026
24/05/2022,Humfried Woodberry,Ezpeleta,Equipos De Audio,Synology,214710.0,19658,2026-05-15,1,3,2026/05/15
07/04/2022,Em Edmonson,Floresta,Equipos De Audio,Vodafone,205409.0,21795,,2,1,18-05-2026
12/01/2022,Ursuline Castilla,Ezpeleta,Equipos De Video,Conceptronic,244751.0,16642,2026-05-10,1,2,2026/05/10
14/03/2022,Dorotea Brandolini,San Martín,Tv,Corsair,171103.0,19317,,3,3,12-05-2026
06/03/2022,Cecil Apted,Villa Soldati,Electrodomésticos,Conceptronic,284258.0,16784,2026-05-15,5,1,2026/05/15
09/01/2022,Mufi Panchin,Recoleta,Equipos De Audio,Ubiquity,166324.0,24878,,3,2,18-05-2026
13/05/2022,Cecil Apted,Floresta,Notebook,Belkin,354204.0,18487,2026-05-10,4,3,2026/05/10
28/06/2022,Arvin Bernhardi,Villa Bosch,Notebook,Huawei,263415.0,19682,,3,1,12-05-2026
25/03/2022,Constantine Creeber,San Nicolás,Electrodomésticos,Nord,448822.0,23952,2026-05-15,3,2,2026/05/15
07/02/2022,Christel Zambonini,Avellaneda,Equipos De Video,Wacom,367433.0,20402,,4,3,18-05-2026
02/02/2022,Dorotea Brandolini,Avellaneda,Notebook,Digitus,142735.0,23128,2026-05-10,1,1,2026/05/10
15/04/2022,Cecil Apted,San Martín,Equipos De Audio,Vodafone,121832.0,19780,,4,2,12-05-2026
21/04/2022,Cecil Apted,Palermo,Equipos De Audio,Conceptronic,226378.0,17513,2026-05-15,4,3,2026/05/15
28/01/2022,Dorotea Brandolini,Villa Crespo,Notebook,LG,110740.0,23559,,2,1,18-05-2026
16/06/2022,Dallis Beefon,San Nicolás,Equipos De Audio,Millenium,182585.0,19852,2026-05-10,2,2,2026/05/10
05/05/2022,Juliet Glynne,Ezpeleta,Tv,Corsair,296208.0,24380,,1,3,12-05-2026
19/02/2022,Em Edmonson,Chacarita,Tv,Nord,155350.0,21438,2026-05-15,4,1,2026/05/15
16/04/2022,Timmy Ashlin,Villa Crespo,Notebook,Xiaomi,440956.0,20879,,5,2,18-05-2026
10/03/2022,Barde Benoist,Paternal,Pc Armada,Conceptronic,127212.0,18289,2026-05-10,3,3,2026/05/10
06/01/2022,Constantine Creeber,Villa Crespo,Equipos De Audio,Millenium,329937.0,21611,,3,1,12-05-2026
30/05/2022,Mufi Panchin,Villa Crespo,Equipos De Video,Xiaomi,136110.0,23083,2026-05-15,3,2,2026/05/15
14/05/2022,Ursuline Castilla,Avellaneda,Equipos De Video,Toshiba,381106.0,19867,,4,3,18-05-2026
16/03/2022,Angelita Lambkin,Boedo,Electrodomésticos,Ubiquity,159688.0,22433,2026-05-10,1,1,2026/05/10
14/03/2022,Pennie Hess,Chacarita,Equipos De Video,Conceptronic,250305.0,19146,,2,2,12-05-2026
05/04/2022,Pennie Hess,Palermo,Notebook,Synology,170899.0,20779,2026-05-15,4,3,2026/05/15
18/01/2022,Pennie Hess,Ezeiza,Tv,Huawei,328911.0,21565,,4,1,18-05-2026
30/03/2022,Timmy Ashlin,Paternal,Equipos De Audio,Startech,173420.0,22436,2026-05-10,1,2,2026/05/10
13/01/2022,Arvin Bernhardi,San Nicolás,Tv,Corsair,246520.0,16875,,4,3,12-05-2026
18/02/2022,Christel Zambonini,Villa Crespo,Equipos De Video,Synology,267791.0,25381,2026-05-15,3,1,2026/05/15
26/04/2022,Ursuline Castilla,Paternal,Electrodomésticos,Millenium,457527.0,20772,,2,2,18-05-2026
20/06/2022,Angelita Lambkin,Ezeiza,Notebook,Synology,266617.0,21935,2026-05-10,3,3,2026/05/10
06/06/2022,Pennie Hess,Chacarita,Electrodomésticos,Samsonite,212825.0,20227,,2,1,12-05-2026
14/01/2022,Angelita Lambkin,Floresta,Electrodomésticos,Nord,209150.0,17333,2026-05-15,5,2,2026/05/15
01/01/2022,Juliet Glynne,Flores,Equipos De Video,Ubiquity,191673.0,22796,,5,3,18-05-2026
22/02/2022,Humfried Woodberry,San Martín,Electrodomésticos,Samsonite,399766.0,23502,2026-05-10,1,1,2026/05/10
05/04/2022,Constantine Creeber,Paternal,Notebook,Conceptronic,223647.0,25278,,5,2,12-05-2026
10/05/2022,Em Edmonson,Flores,Equipos De Video,Wacom,345579.0,20226,2026-05-15,3,3,2026/05/15
29/04/2022,Arvin Bernhardi,Palermo,Notebook,Vodafone,193089.0,19022,,4,1,18-05-2026
19/04/2022,Timmy Ashlin,Villa Bosch,Electrodomésticos,LG,451886.0,24621,2026-05-10,5,2,2026/05/10
22/01/2022,Em Edmonson,Chacarita,Electrodomésticos,Trust,302296.0,22108,,1,3,12-05-2026
19/01/2022,Arvin Bernhardi,Ezpeleta,Equipos De Video,Samsonite,381787.0,21285,2026-05-15,3,1,2026/05/15
16/05/2022,Constantine Creeber,San Martín,Tv,Belkin,340603.0,16850,,2,2,18-05-2026
01/03/2022,Constantine Creeber,Ezpeleta,Equipos De Audio,Kensington,281461.0,23629,2026-05-10,3,3,2026/05/10
30/05/2022,Dorotea Brandolini,Palermo,Equipos De Audio,Toshiba,426893.0,23970,,2,1,12-05-2026
27/04/2022,Barde Benoist,Villa Crespo,Notebook,Digitus,286793.0,21616,2026-05-15,4,2,2026/05/15
18/04/2022,Ursuline Castilla,Ezeiza,Notebook,Netgear,178066.0,19849,,3,3,18-05-2026
08/01/2022,Em Edmonson,San Nicolás,Notebook,Samsonite,105611.0,19781,2026-05-10,2,1,2026/05/10
06/03/2022,Dorotea Brandolini,Ezpeleta,Pc Armada,Access,454783.0,21810,,1,2,12-05-2026
10/05/2022,Angelita Lambkin,Recoleta,Tv,Access,275807.0,22004,2026-05-15,5,3,2026/05/15
22/03/2022,Arvin Bernhardi,Paternal,Equipos De Audio,Nord,252575.0,16546,,2,1,18-05-2026
08/04/2022,Dorotea Brandolini,Villa Bosch,Tv,Corsair,275078.0,21523,2026-05-10,3,2,2026/05/10
22/05/2022,Mufi Panchin,San Martín,Notebook,Samsonite,360765.0,19918,,5,3,12-05-2026
07/02/2022,Juliet Glynne,San Nicolás,Tv,Engel,119898.0,20393,2026-05-15,4,1,2026/05/15
06/02/2022,Arvin Bernhardi,Boedo,Pc Armada,Belkin,319485.0,16721,,3,2,18-05-2026
09/01/2022,Dallis Beefon,Ezpeleta,Equipos De Video,Wacom,442483.0,24456,2026-05-10,3,3,2026/05/10
28/04/2022,Cecil Apted,Villa Soldati,Notebook,Huawei,410477.0,24282,,1,1,12-05-2026
11/05/2022,Cecil Apted,San Martín,Tv,Netgear,333579.0,20494,2026-05-15,4,2,2026/05/15
08/04/2022,Barde Benoist,Paternal,Equipos De Audio,Access,321400.0,17683,,4,3,18-05-2026
15/02/2022,Dallis Beefon,Paternal,Equipos De Video,Digitus,165898.0,24788,2026-05-10,5,1,2026/05/10
15/01/2022,Pennie Hess,Recoleta,Notebook,Wacom,314693.0,22821,,5,2,12-05-2026
12/03/2022,Arvin Bernhardi,Villa Bosch,Notebook,Wacom,263325.0,20212,2026-05-15,5,3,2026/05/15
05/03/2022,Mufi Panchin,Ezpeleta,Equipos De Audio,Xiaomi,415958.0,20389,,2,1,18-05-2026
09/06/2022,Dallis Beefon,San Martín,Equipos De Video,Netgear,290408.0,16749,2026-05-10,2,2,2026/05/10
11/01/2022,Mufi Panchin,Boedo,Tv,Access,378104.0,23105,,4,3,12-05-2026
27/05/2022,Dallis Beefon,Villa Bosch,Tv,Toshiba,452890.0,19127,2026-05-15,2,1,2026/05/15
05/01/2022,Mufi Panchin,San Nicolás,Pc Armada,LG,220560.0,19190,,5,2,18-05-2026
22/03/2022,Arvin Bernhardi,San Martín,Notebook,Trust,408809.0,18247,2026-05-10,2,3,2026/05/10
16/04/2022,Ursuline Castilla,Flores,Tv,Netgear,218460.0,17513,,2,1,12-05-2026
12/06/2022,Barde Benoist,Avellaneda,Notebook,Engel,137539.0,19842,2026-05-15,4,2,2026/05/15
18/04/2022,Juliet Glynne,Boedo,Equipos De Video,Nord,216274.0,18105,,3,3,18-05-2026
20/01/2022,Humfried Woodberry,Ezpeleta,Pc Armada,Access,146435.0,17103,2026-05-10,1,1,2026/05/10
12/06/2022,Juliet Glynne,San Martín,Notebook,Samsonite,312460.0,23521,,4,2,12-05-2026
04/03/2022,Christel Zambonini,Palermo,Electrodomésticos,Access,360713.0,25336,2026-05-15,4,3,2026/05/15
06/03/2022,Em Edmonson,San Nicolás,Equipos De Video,Huawei,432678.0,19419,,5,1,18-05-2026
05/04/2022,Angelita Lambkin,Villa Crespo,Electrodomésticos,Millenium,442002.0,18127,2026-05-10,1,2,2026/05/10
01/03/2022,Timmy Ashlin,Ezeiza,Tv,Nord,306572.0,22013,,5,3,12-05-2026
14/05/2022,Christel Zambonini,Villa Soldati,Pc Armada,Trust,337531.0,22604,2026-05-15,2,1,2026/05/15
15/02/2022,Mufi Panchin,Paternal,Tv,Toshiba,133525.0,20270,,3,2,18-05-2026
17/03/2022,Mufi Panchin,Villa Soldati,Pc Armada,Millenium,283150.0,24803,2026-05-10,4,3,2026/05/10
15/03/2022,Em Edmonson,Recoleta,Notebook,Digitus,225154.0,20073,,3,1,12-05-2026
06/01/2022,Dallis Beefon,San Nicolás,Pc Armada,Vodafone,253490.0,23818,2026-05-15,1,2,2026/05/15
15/06/2022,Angelita Lambkin,Recoleta,Pc Armada,Wacom,223474.0,16845,,1,3,18-05-2026
26/01/2022,Arvin Bernhardi,Villa Soldati,Electrodomésticos,Engel,344551.0,20715,2026-05-10,5,1,2026/05/10
23/05/2022,Constantine Creeber,Avellaneda,Pc Armada,Nord,409623.0,23688,,5,2,12-05-2026
20/06/2022,Em Edmonson,Palermo,Equipos De Audio,Samsonite,442837.0,21096,2026-05-15,3,3,2026/05/15
17/06/2022,Dallis Beefon,Flores,Notebook,Access,238391.0,21914,,3,1,18-05-2026
24/01/2022,Angelita Lambkin,Villa Soldati,Electrodomésticos,Belkin,99569.0,24215,2026-05-10,4,2,2026/05/10
17/01/2022,Humfried Woodberry,Avellaneda,Pc Armada,Ubiquity,319068.0,21482,,1,3,12-05-2026
31/03/2022,Timmy Ashlin,Paternal,Tv,Trust,440522.0,20549,2026-05-15,1,1,2026/05/15
23/06/2022,Dallis Beefon,San Martín,Electrodomésticos,LG,127725.0,21544,,1,2,18-05-2026
22/01/2022,Barde Benoist,Ezpeleta,Notebook,Engel,315023.0,24783,2026-05-10,4,3,2026/05/10
19/05/2022,Arvin Bernhardi,San Martín,Equipos De Audio,Vodafone,137710.0,16890,,3,1,12-05-2026
05/01/2022,Mufi Panchin,Floresta,Notebook,Access,298940.0,24275,2026-05-15,3,2,2026/05/15
26/06/2022,Christel Zambonini,Avellaneda,Notebook,Kensington,132666.0,21956,,5,3,18-05-2026
13/03/2022,Cecil Apted,Floresta,Tv,Vodafone,119867.0,17300,2026-05-10,5,1,2026/05/10
23/02/2022,Dorotea Brandolini,Villa Bosch,Notebook,Access,167140.0,20817,,5,2,12-05-2026
11/02/2022,Cecil Apted,Villa Soldati,Equipos De Audio,Samsonite,379700.0,18946,2026-05-15,3,3,2026/05/15
23/04/2022,Barde Benoist,Avellaneda,Tv,Huawei,153517.0,21762,,4,1,18-05-2026
23/06/2022,Angelita Lambkin,Floresta,Pc Armada,Netgear,228031.0,21486,2026-05-10,3,2,2026/05/10
11/06/2022,Timmy Ashlin,Villa Soldati,Pc Armada,Vodafone,416230.0,23807,,5,3,12-05-2026
13/02/2022,Mufi Panchin,Floresta,Notebook,Samsung,236309.0,23013,2026-05-15,4,1,2026/05/15
25/03/2022,Angelita Lambkin,Floresta,Notebook,Xiaomi,129418.0,22146,,3,2,18-05-2026
04/02/2022,Dorotea Brandolini,Paternal,Equipos De Audio,Trust,167671.0,17148,2026-05-10,2,3,2026/05/10
16/03/2022,Pennie Hess,Palermo,Pc Armada,Huawei,390646.0,19877,,5,1,12-05-2026
13/02/2022,Angelita Lambkin,Chacarita,Electrodomésticos,Huawei,143811.0,24761,2026-05-15,4,2,2026/05/15
25/01/2022,Humfried Woodberry,Recoleta,Tv,Engel,233793.0,20081,,3,3,18-05-2026
25/01/2022,Christel Zambonini,San Martín,Equipos De Audio,Huawei,378854.0,23518,2026-05-10,5,1,2026/05/10
03/01/2022,Arvin Bernhardi,Ezeiza,Equipos De Video,Vodafone,150515.0,24735,,4,2,12-05-2026
23/03/2022,Timmy Ashlin,Recoleta,Pc Armada,LG,377996.0,20217,2026-05-15,1,3,2026/05/15
11/02/2022,Angelita Lambkin,Paternal,Tv,Kensington,381899.0,21712,,4,1,18-05-2026
13/01/2022,Cecil Apted,Paternal,Electrodomésticos,LG,369628.0,25412,2026-05-10,4,2,2026/05/10
09/01/2022,Dorotea Brandolini,Avellaneda,Notebook,Conceptronic,409494.0,19389,,3,3,12-05-2026
12/01/2022,Pennie Hess,San Nicolás,Equipos De Audio,Samsung,291825.0,17387,2026-05-15,4,1,2026/05/15
03/02/2022,Dorotea Brandolini,Flores,Pc Armada,Corsair,146882.0,24142,,3,2,18-05-2026
05/01/2022,Arvin Bernhardi,Flores,Tv,Ubiquity,202429.0,19186,2026-05-10,1,3,2026/05/10
24/02/2022,Dallis Beefon,Villa Soldati,Equipos De Audio,Toshiba,368971.0,16561,,1,1,12-05-2026
27/01/2022,Dallis Beefon,Boedo,Electrodomésticos,Wacom,324383.0,17835,2026-05-15,1,2,2026/05/15
02/06/2022,Mufi Panchin,Villa Soldati,Notebook,Toshiba,229185.0,18466,,4,3,18-05-2026
06/04/2022,Dorotea Brandolini,Villa Soldati,Electrodomésticos,Corsair,231468.0,22197,2026-05-10,1,1,2026/05/10
19/03/2022,Ursuline Castilla,Avellaneda,Tv,Samsung,152445.0,19382,,3,2,12-05-2026
20/04/2022,Arvin Bernhardi,San Martín,Electrodomésticos,Digitus,261757.0,17505,2026-05-15,2,3,2026/05/15
27/01/2022,Timmy Ashlin,Villa Soldati,Tv,LG,130933.0,17908,,2,1,18-05-2026
22/02/2022,Constantine Creeber,Villa Bosch,Electrodomésticos,Vodafone,312194.0,16935,2026-05-10,5,2,2026/05/10
06/03/2022,Timmy Ashlin,Floresta,Electrodomésticos,Samsung,344391.0,24103,,3,3,12-05-2026
20/01/2022,Barde Benoist,Palermo,Pc Armada,Wacom,177375.0,22044,2026-05-15,5,1,2026/05/15
05/05/2022,Em Edmonson,Flores,Pc Armada,Huawei,204010.0,19366,,4,2,18-05-2026
18/03/2022,Dallis Beefon,Villa Bosch,Pc Armada,LG,295488.0,18961,2026-05-10,5,3,2026/05/10
14/03/2022,Christel Zambonini,Boedo,Notebook,Synology,368255.0,20783,,2,1,12-05-2026
08/04/2022,Mufi Panchin,Floresta,Pc Armada,Conceptronic,407560.0,18442,2026-05-15,3,2,2026/05/15
05/01/2022,Humfried Woodberry,Flores,Tv,Belkin,112537.0,22146,,3,3,18-05-2026
04/01/2022,Pennie Hess,San Nicolás,Equipos De Audio,Ubiquity,417108.0,22656,2026-05-10,3,1,2026/05/10
29/05/2022,Dallis Beefon,Chacarita,Notebook,Vodafone,225388.0,18670,,1,2,12-05-2026
19/02/2022,Timmy Ashlin,San Martín,Notebook,Huawei,310219.0,20539,2026-05-15,2,3,2026/05/15
24/04/2022,Arvin Bernhardi,Chacarita,Notebook,Startech,194051.0,25134,,1,1,18-05-2026
10/06/2022,Timmy Ashlin,San Nicolás,Equipos De Video,Conceptronic,175175.0,18380,2026-05-10,5,2,2026/05/10
10/01/2022,Dallis Beefon,Villa Crespo,Notebook,Synology,101036.0,25402,,4,3,12-05-2026
31/05/2022,Timmy Ashlin,San Nicolás,Pc Armada,Vodafone,316133.0,21437,2026-05-15,4,1,2026/05/15
29/01/2022,Arvin Bernhardi,San Martín,Electrodomésticos,Vodafone,117825.0,25289,,4,2,18-05-2026
30/05/2022,Barde Benoist,Floresta,Pc Armada,LG,412923.0,20187,2026-05-10,1,3,2026/05/10
14/02/2022,Cecil Apted,Ezpeleta,Notebook,Millenium,443310.0,24458,,1,1,12-05-2026
12/01/2022,Humfried Woodberry,Recoleta,Pc Armada,Trust,256302.0,25382,2026-05-15,3,2,2026/05/15
28/05/2022,Mufi Panchin,Palermo,Equipos De Audio,Samsung,292279.0,18697,,3,3,18-05-2026
19/06/2022,Timmy Ashlin,San Nicolás,Equipos De Audio,LG,173111.0,20662,2026-05-10,3,1,2026/05/10
03/04/2022,Juliet Glynne,Chacarita,Electrodomésticos,Startech,110809.0,16653,,5,2,12-05-2026
17/05/2022,Cecil Apted,San Martín,Equipos De Video,Samsung,134946.0,20037,2026-05-15,5,3,2026/05/15
23/05/2022,Em Edmonson,San Nicolás,Notebook,Conceptronic,319103.0,23892,,5,1,18-05-2026
07/04/2022,Dallis Beefon,Villa Crespo,Equipos De Video,Netgear,336593.0,22237,2026-05-10,5,2,2026/05/10
23/03/2022,Em Edmonson,San Nicolás,Equipos De Video,Samsonite,384204.0,17989,,1,3,12-05-2026
10/04/2022,Christel Zambonini,Ezpeleta,Electrodomésticos,Wacom,197942.0,20388,2026-05-15,2,1,2026/05/15
16/05/2022,Christel Zambonini,Villa Soldati,Tv,Vodafone,259356.0,23099,,2,2,18-05-2026
14/02/2022,Constantine Creeber,Villa Bosch,Tv,Samsonite,137435.0,18811,2026-05-10,5,3,2026/05/10
28/03/2022,Timmy Ashlin,Villa Bosch,Notebook,Huawei,360866.0,19483,,4,1,12-05-2026
12/05/2022,Dorotea Brandolini,Villa Bosch,Pc Armada,Xiaomi,457906.0,23385,2026-05-15,2,2,2026/05/15
06/04/2022,Angelita Lambkin,Chacarita,Equipos De Video,Startech,259330.0,18999,,5,3,18-05-2026
29/03/2022,Humfried Woodberry,San Martín,Pc Armada,Nord,206255.0,18452,2026-05-10,5,1,2026/05/10
17/03/2022,Angelita Lambkin,Villa Bosch,Electrodomésticos,Nord,405359.0,17253,,4,2,12-05-2026
13/05/2022,Timmy Ashlin,Recoleta,Equipos De Video,Conceptronic,277604.0,19609,2026-05-15,4,3,2026/05/15
31/03/2022,Pennie Hess,Flores,Pc Armada,Synology,107315.0,22149,,2,1,18-05-2026
09/01/2022,Timmy Ashlin,Boedo,Tv,Toshiba,255680.0,20176,2026-05-10,3,2,2026/05/10
08/01/2022,Cecil Apted,Floresta,Electrodomésticos,Wacom,286960.0,22317,,5,3,12-05-2026
13/01/2022,Em Edmonson,San Nicolás,Electrodomésticos,Xiaomi,247267.0,18718,2026-05-15,4,1,2026/05/15
07/03/2022,Barde Benoist,San Martín,Equipos De Audio,Access,122900.0,23662,,4,2,18-05-2026
21/06/2022,Juliet Glynne,Villa Bosch,Equipos De Video,Corsair,365355.0,21457,2026-05-10,4,3,2026/05/10
22/04/2022,Em Edmonson,Villa Crespo,Tv,Belkin,363336.0,16825,,4,1,12-05-2026
13/04/2022,Angelita Lambkin,Flores,Equipos De Audio,Synology,443529.0,22753,2026-05-15,4,2,2026/05/15
12/05/2022,Dallis Beefon,Villa Crespo,Notebook,Conceptronic,222947.0,20304,,2,3,18-05-2026
02/04/2022,Ursuline Castilla,San Nicolás,Equipos De Video,Digitus,255285.0,16901,2026-05-10,3,1,2026/05/10
26/03/2022,Ursuline Castilla,Villa Crespo,Electrodomésticos,Huawei,345799.0,24776,,5,2,12-05-2026
15/01/2022,Cecil Apted,Recoleta,Pc Armada,Xiaomi,108603.0,22937,2026-05-15,3,3,2026/05/15
14/03/2022,Constantine Creeber,Palermo,Electrodomésticos,Wacom,214587.0,17464,,2,1,18-05-2026
22/06/2022,Pennie Hess,Recoleta,Equipos De Video,Access,320296.0,18418,2026-05-10,5,2,2026/05/10
25/05/2022,Mufi Panchin,Boedo,Equipos De Audio,Ubiquity,232783.0,19886,,3,3,12-05-2026
28/04/2022,Pennie Hess,Villa Crespo,Tv,Huawei,295987.0,17437,2026-05-15,2,1,2026/05/15
26/05/2022,Mufi Panchin,Villa Bosch,Notebook,Trust,177052.0,17939,,4,2,18-05-2026
17/01/2022,Juliet Glynne,Flores,Equipos De Video,Netgear,101097.0,23527,2026-05-10,5,3,2026/05/10
15/01/2022,Arvin Bernhardi,Palermo,Equipos De Audio,Xiaomi,366011.0,19748,,4,1,12-05-2026
07/05/2022,Cecil Apted,Villa Bosch,Equipos De Video,Xiaomi,372660.0,22965,2026-05-15,1,2,2026/05/15
05/06/2022,Christel Zambonini,Ezeiza,Tv,LG,232428.0,20348,,3,3,18-05-2026
19/03/2022,Humfried Woodberry,Avellaneda,Tv,LG,403018.0,16730,2026-05-10,1,1,2026/05/10
06/06/2022,Barde Benoist,San Nicolás,Tv,Kensington,106126.0,19734,,3,2,12-05-2026
