Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Satisfaccion_cliente,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido
05/01/2022,Barde Benoist,Ezpeleta,equipos de video,Millenium,141389,18468,6,2026/05/10,,Alta
07/01/2022,Pennie Hess,Villa Bosch,equipos de video,Access,441578,19131,5,12-05-2026,5.0,Baja
17/02/2022,Christel Zambonini,San Nicolás,electrodomésticos,Vodafone,183226,23007,4,2026/05/15,1.0,Media
08/04/2022,Ursuline Castilla,Villa Soldati,notebook,Synology,120018,25014,3,18-05-2026,2.0,Alta
01/05/2022,Timmy Ashlin,Villa Bosch,TV,Huawei,256936,22322,5,2026/05/10,5.0,Baja
31/05/2022,Pennie Hess,Villa Bosch,equipos de audio,Toshiba,230274,23116,7,12-05-2026,5.0,Media
02/05/2022,Dallis Beefon,Chacarita,equipos de audio,Wacom,322324,17069,10,2026/05/15,5.0,Alta
21/02/2022,Angelita Lambkin,Recoleta,PC armada,Access,176822,24344,7,18-05-2026,3.0,Baja
17/01/2022,Cecil Apted,Floresta,TV,Vodafone,405270,24704,6,2026/05/10,4.0,Media
10/05/2022,Pennie Hess,Ezpeleta,equipos de audio,Toshiba,352252,21878,10,12-05-2026,2.0,Alta
07/05/2022,Juliet Glynne,Paternal,PC armada,Nord,328790,22574,4,2026/05/15,2.0,Baja
09/06/2022,Cecil Apted,Boedo,PC armada,LG,436775,16538,6,18-05-2026,4.0,Media
20/03/2022,Mufi Panchin,Villa Crespo,TV,Netgear,374262,19769,5,2026/05/10,2.0,Alta
13/01/2022,Barde Benoist,Boedo,TV,Engel,117357,19607,7,12-05-2026,4.0,Baja
08/04/2022,Ursuline Castilla,Floresta,equipos de audio,Samsonite,388914,17449,7,2026/05/15,3.0,Media
20/06/2022,Cecil Apted,Palermo,notebook,Trust,457156,24582,7,18-05-2026,5.0,Alta
05/04/2022,Barde Benoist,Floresta,notebook,Access,242461,16717,10,2026/05/10,4.0,Baja
29/03/2022,Christel Zambonini,Recoleta,PC armada,Wacom,288257,18669,3,12-05-2026,5.0,Media
14/05/2022,Dorotea Brandolini,Paternal,electrodomésticos,Startech,316277,18088,8,2026/05/15,1.0,Alta
04/04/2022,Arvin Bernhardi,San Martín,equipos de video,Corsair,217280,25320,7,18-05-2026,4.0,Baja
04/04/2022,Juliet Glynne,Avellaneda,notebook,Corsair,432489,23702,3,2026/05/10,4.0,Media
14/03/2022,Humfried Woodberry,Palermo,PC armada,Access,174519,18808,10,12-05-2026,3.0,Alta
04/01/2022,Barde Benoist,Ezpeleta,electrodomésticos,Corsair,202874,23098,10,2026/05/15,3.0,Baja
27/05/2022,Christel Zambonini,Ezpeleta,equipos de audio,Xiaomi,317469,22449,8,18-05-2026,1.0,Media
05/01/2022,Arvin Bernhardi,Avellaneda,TV,Synology,276581,17507,6,2026/05/10,2.0,Alta
13/01/2022,Juliet Glynne,San Martín,equipos de video,Access,285487,16793,8,12-05-2026,5.0,Baja
23/05/2022,Ursuline Castilla,Villa Crespo,equipos de audio,Samsonite,326352,16895,6,2026/05/15,4.0,Media
24/05/2022,Ursuline Castilla,Villa Crespo,electrodomésticos,Nord,133788,22446,6,18-05-2026,3.0,Alta
18/06/2022,Angelita Lambkin,Palermo,equipos de video,Netgear,230125,23990,10,2026/05/10,2.0,Baja
27/04/2022,Dorotea Brandolini,Palermo,notebook,Samsonite,346044,20835,7,12-05-2026,3.0,Media
14/03/2022,Dorotea Brandolini,Recoleta,TV,LG,255932,23929,4,2026/05/15,3.0,Alta
01/01/2022,Arvin Bernhardi,Recoleta,equipos de video,Belkin,217951,16799,10,18-05-2026,,Baja
08/06/2022,Cecil Apted,Ezpeleta,electrodomésticos,Netgear,178750,16687,3,2026/05/10,4.0,Media
05/01/2022,Cecil Apted,San Nicolás,notebook,Millenium,279837,16981,4,12-05-2026,3.0,Alta
20/01/2022,Pennie Hess,Villa Bosch,TV,Netgear,383992,20912,9,2026/05/15,3.0,Baja
18/03/2022,Pennie Hess,Paternal,equipos de video,Vodafone,308919,24973,9,18-05-2026,,Media
10/05/2022,Ursuline Castilla,Villa Crespo,equipos de audio,Netgear,228293,24384,4,2026/05/10,5.0,Alta
14/03/2022,Barde Benoist,Floresta,PC armada,Corsair,132328,22730,9,12-05-2026,3.0,Baja
06/02/2022,Angelita Lambkin,Palermo,equipos de video,Huawei,418923,23322,7,2026/05/15,4.0,Media
19/03/2022,Dorotea Brandolini,San Nicolás,PC armada,Trust,192162,20334,4,18-05-2026,5.0,Alta
04/03/2022,Cecil Apted,San Martín,electrodomésticos,Nord,229148,24839,5,2026/05/10,2.0,Baja
14/02/2022,Angelita Lambkin,Ezeiza,electrodomésticos,Digitus,134765,22930,4,12-05-2026,3.0,Media
10/03/2022,Cecil Apted,Boedo,TV,Trust,389929,21281,6,2026/05/15,,Alta
12/06/2022,Mufi Panchin,Recoleta,equipos de video,Synology,128220,23825,7,18-05-2026,,Baja
13/01/2022,Cecil Apted,Villa Crespo,electrodomésticos,Samsonite,211999,18076,5,2026/05/10,2.0,Media
09/02/2022,Dorotea Brandolini,Paternal,electrodomésticos,Digitus,390793,22365,7,12-05-2026,2.0,Alta
12/04/2022,Ursuline Castilla,San Martín,electrodomésticos,Vodafone,364383,17768,6,2026/05/15,1.0,Baja
20/03/2022,Humfried Woodberry,Villa Crespo,TV,Xiaomi,113808,20135,4,18-05-2026,1.0,Media
18/05/2022,Christel Zambonini,Chacarita,PC armada,Samsung,125735,23887,3,2026/05/10,5.0,Alta
18/03/2022,Cecil Apted,Flores,PC armada,Trust,293711,22769,9,12-05-2026,5.0,Baja
05/04/2022,Humfried Woodberry,Recoleta,PC armada,Huawei,261353,23414,3,2026/05/15,3.0,Media
14/02/2022,Arvin Bernhardi,Villa Crespo,PC armada,Synology,323191,21764,8,18-05-2026,5.0,Alta
11/03/2022,Cecil Apted,Ezpeleta,notebook,Vodafone,145130,18018,5,2026/05/10,3.0,Baja
13/02/2022,Humfried Woodberry,San Martín,electrodomésticos,Toshiba,153233,19772,3,12-05-2026,3.0,Media
23/04/2022,Dallis Beefon,Boedo,TV,Synology,168810,18563,9,2026/05/15,3.0,Alta
30/01/2022,Juliet Glynne,Chacarita,PC armada,Vodafone,346393,18089,8,18-05-2026,2.0,Baja
26/06/2022,Ursuline Castilla,Villa Soldati,electrodomésticos,Synology,302007,22905,6,2026/05/10,,Media
16/05/2022,Dallis Beefon,Palermo,equipos de video,Netgear,186895,23772,10,12-05-2026,4.0,Alta
03/03/2022,Arvin Bernhardi,Villa Bosch,TV,Kensington,420187,21907,9,2026/05/15,,Baja
18/04/2022,Angelita Lambkin,Boedo,notebook,Millenium,438897,22242,6,18-05-2026,,Media
11/04/2022,Humfried Woodberry,Villa Crespo,TV,Conceptronic,242783,23733,5,2026/05/10,1.0,Alta
22/05/2022,Cecil Apted,Villa Soldati,PC armada,LG,284357,21493,5,12-05-2026,3.0,Baja
31/05/2022,Pennie Hess,San Nicolás,equipos de audio,Kensington,363538,19762,7,2026/05/15,3.0,Media
07/06/2022,Dorotea Brandolini,Villa Soldati,PC armada,Vodafone,306030,20651,3,18-05-2026,3.0,Alta
04/03/2022,Humfried Woodberry,Villa Bosch,electrodomésticos,Synology,204298,17818,5,2026/05/10,3.0,Baja
01/05/2022,Juliet Glynne,Paternal,PC armada,LG,221211,19275,8,12-05-2026,5.0,Media
07/06/2022,Timmy Ashlin,Avellaneda,TV,Synology,341417,21804,3,2026/05/15,5.0,Alta
29/05/2022,Angelita Lambkin,Palermo,notebook,Digitus,364599,17313,10,18-05-2026,5.0,Baja
17/04/2022,Christel Zambonini,San Martín,notebook,Trust,289777,25047,9,2026/05/10,4.0,Media
09/06/2022,Timmy Ashlin,Villa Bosch,notebook,Toshiba,273441,17050,5,12-05-2026,5.0,Alta
07/06/2022,Humfried Woodberry,Paternal,equipos de audio,Wacom,157097,17011,6,2026/05/15,5.0,Baja
21/04/2022,Christel Zambonini,San Martín,equipos de audio,Nord,371265,24965,9,18-05-2026,4.0,Media
25/01/2022,Mufi Panchin,Avellaneda,notebook,Millenium,420660,16899,6,2026/05/10,5.0,Alta
07/03/2022,Pennie Hess,Chacarita,TV,Samsonite,351388,23075,7,12-05-2026,4.0,Baja
29/03/2022,Ursuline Castilla,San Martín,equipos de audio,Engel,432270,24487,10,2026/05/15,4.0,Media
02/01/2022,Mufi Panchin,Flores,notebook,Samsonite,438053,19276,8,18-05-2026,3.0,Alta
19/03/2022,Timmy Ashlin,Villa Soldati,electrodomésticos,Millenium,348012,25468,9,2026/05/10,2.0,Baja
04/02/2022,Cecil Apted,Recoleta,electrodomésticos,LG,174007,25511,3,12-05-2026,3.0,Media
24/04/2022,Dorotea Brandolini,Ezpeleta,TV,Millenium,103380,19118,10,2026/05/15,,Alta
11/01/2022,Juliet Glynne,Chacarita,PC armada,Netgear,127652,16905,8,18-05-2026,1.0,Baja
19/05/2022,Christel Zambonini,Floresta,electrodomésticos,Toshiba,407749,24119,7,2026/05/10,1.0,Media
09/04/2022,Humfried Woodberry,Boedo,electrodomésticos,Trust,237072,20357,9,12-05-2026,5.0,Alta
30/01/2022,Constantine Creeber,San Nicolás,equipos de video,Samsonite,386113,22011,10,2026/05/15,5.0,Baja
27/05/2022,Barde Benoist,Ezpeleta,equipos de audio,Engel,395398,17549,6,18-05-2026,2.0,Media
22/02/2022,Em Edmonson,Flores,electrodomésticos,Ubiquity,441115,20577,8,2026/05/10,1.0,Alta
08/05/2022,Cecil Apted,Boedo,TV,Access,331353,23999,3,12-05-2026,4.0,Baja
14/01/2022,Dallis Beefon,Villa Soldati,equipos de video,Vodafone,236201,22162,3,2026/05/15,4.0,Media
24/03/2022,Em Edmonson,Ezeiza,equipos de audio,LG,307973,17687,5,18-05-2026,3.0,Alta
10/02/2022,Em Edmonson,Flores,TV,Vodafone,288346,20487,3,2026/05/10,2.0,Baja
07/04/2022,Pennie Hess,Flores,equipos de audio,Trust,372622,23430,6,12-05-2026,1.0,Media
17/03/2022,Barde Benoist,Villa Bosch,notebook,Access,389311,22323,10,2026/05/15,1.0,Alta
19/03/2022,Dallis Beefon,Palermo,TV,Engel,126199,18456,5,18-05-2026,5.0,Baja
23/03/2022,Pennie Hess,Palermo,equipos de audio,Engel,276085,20059,4,2026/05/10,2.0,Media
12/02/2022,Mufi Panchin,Villa Crespo,equipos de audio,Synology,336390,20754,5,12-05-2026,3.0,Alta
24/02/2022,Juliet Glynne,Ezeiza,equipos de audio,Engel,274517,19300,3,2026/05/15,4.0,Baja
05/04/2022,Em Edmonson,Flores,notebook,Huawei,203674,17834,8,18-05-2026,5.0,Media
06/03/2022,Juliet Glynne,Avellaneda,notebook,Ubiquity,159737,19543,3,2026/05/10,5.0,Alta
24/06/2022,Christel Zambonini,Villa Crespo,equipos de video,Nord,212136,18546,3,12-05-2026,1.0,Baja
02/03/2022,Barde Benoist,Floresta,PC armada,Millenium,327037,17163,4,2026/05/15,,Media
14/02/2022,Dorotea Brandolini,San Nicolás,TV,Trust,141236,17443,5,18-05-2026,2.0,Alta
08/05/2022,Dallis Beefon,San Martín,TV,Huawei,456288,23716,5,2026/05/10,4.0,Baja
24/05/2022,Barde Benoist,Villa Soldati,electrodomésticos,Vodafone,205860,20562,8,12-05-2026,1.0,Media
20/06/2022,Barde Benoist,San Martín,electrodomésticos,Vodafone,238936,18051,6,2026/05/15,5.0,Alta
27/04/2022,Cecil Apted,Villa Crespo,notebook,LG,256626,21192,5,18-05-2026,4.0,Baja
21/02/2022,Mufi Panchin,Villa Crespo,notebook,Kensington,323514,24742,5,2026/05/10,2.0,Media
10/01/2022,Mufi Panchin,Recoleta,PC armada,Ubiquity,137832,23828,9,12-05-2026,3.0,Alta
23/06/2022,Angelita Lambkin,Recoleta,PC armada,Belkin,370806,18675,6,2026/05/15,2.0,Baja
16/06/2022,Constantine Creeber,Boedo,equipos de video,Engel,398682,21348,10,18-05-2026,4.0,Media
11/03/2022,Mufi Panchin,Avellaneda,equipos de audio,Samsonite,290451,23542,8,2026/05/10,3.0,Alta
05/06/2022,Dallis Beefon,Flores,electrodomésticos,Synology,303893,19376,5,12-05-2026,5.0,Baja
22/03/2022,Juliet Glynne,Villa Bosch,equipos de video,Millenium,414689,17433,6,2026/05/15,3.0,Media
22/06/2022,Juliet Glynne,Flores,TV,Netgear,170303,17449,8,18-05-2026,5.0,Alta
08/02/2022,Arvin Bernhardi,Ezeiza,TV,Huawei,164155,18153,7,2026/05/10,,Baja
30/05/2022,Mufi Panchin,Recoleta,TV,Netgear,300979,24825,5,12-05-2026,4.0,Media
22/01/2022,Juliet Glynne,Avellaneda,notebook,Toshiba,285531,23827,3,2026/05/15,5.0,Alta
23/06/2022,Pennie Hess,Boedo,equipos de video,Huawei,354273,24220,6,18-05-2026,3.0,Baja
19/05/2022,Constantine Creeber,Avellaneda,TV,Access,121037,22885,3,2026/05/10,3.0,Media
09/02/2022,Mufi Panchin,Floresta,TV,Trust,308151,25120,5,12-05-2026,3.0,Alta
13/03/2022,Dallis Beefon,Avellaneda,electrodomésticos,Belkin,335535,22728,9,2026/05/15,,Baja
30/03/2022,Pennie Hess,Chacarita,equipos de video,Nord,135629,24473,10,18-05-2026,4.0,Media
17/02/2022,Pennie Hess,Villa Soldati,equipos de audio,Toshiba,423579,22074,3,2026/05/10,2.0,Alta
30/05/2022,Em Edmonson,Ezpeleta,TV,Conceptronic,260877,21520,6,12-05-2026,3.0,Baja
30/03/2022,Barde Benoist,San Martín,PC armada,Access,350851,25361,4,2026/05/15,3.0,Media
02/02/2022,Dallis Beefon,Paternal,equipos de video,Vodafone,125991,24496,5,18-05-2026,3.0,Alta
12/06/2022,Christel Zambonini,Flores,PC armada,Samsung,262838,21567,5,2026/05/10,4.0,Baja
09/01/2022,Dorotea Brandolini,Flores,equipos de audio,Millenium,314973,25534,8,12-05-2026,2.0,Media
04/05/2022,Christel Zambonini,Ezpeleta,TV,Ubiquity,440590,24120,10,2026/05/15,2.0,Alta
24/02/2022,Cecil Apted,San Nicolás,equipos de video,Vodafone,189934,21034,3,18-05-2026,4.0,Baja
18/05/2022,Dorotea Brandolini,San Nicolás,PC armada,Corsair,171095,23618,8,2026/05/10,2.0,Media
15/02/2022,Timmy Ashlin,Recoleta,TV,Huawei,110809,17949,6,12-05-2026,3.0,Alta
11/01/2022,Ursuline Castilla,Villa Soldati,equipos de video,Digitus,225322,18614,4,2026/05/15,4.0,Baja
08/06/2022,Constantine Creeber,San Martín,PC armada,Netgear,131508,20546,3,18-05-2026,4.0,Media
21/03/2022,Arvin Bernhardi,San Nicolás,PC armada,LG,276446,23956,6,2026/05/10,3.0,Alta
26/04/2022,Arvin Bernhardi,Ezpeleta,equipos de video,Conceptronic,356835,21343,7,12-05-2026,2.0,Baja
28/05/2022,Barde Benoist,Paternal,PC armada,Corsair,221603,21883,9,2026/05/15,5.0,Media
03/06/2022,Timmy Ashlin,Boedo,electrodomésticos,Access,403225,23946,6,18-05-2026,4.0,Alta
09/06/2022,Dallis Beefon,Ezpeleta,TV,Toshiba,413230,21337,4,2026/05/10,1.0,Baja
13/03/2022,Cecil Apted,Flores,notebook,Synology,416244,20176,9,12-05-2026,5.0,Media
10/02/2022,Dorotea Brandolini,Paternal,equipos de video,Netgear,187097,24309,3,2026/05/15,4.0,Alta
06/06/2022,Angelita Lambkin,San Nicolás,notebook,Toshiba,229624,21686,6,18-05-2026,5.0,Baja
09/04/2022,Cecil Apted,Avellaneda,PC armada,Corsair,295101,16887,8,2026/05/10,5.0,Media
27/05/2022,Juliet Glynne,Paternal,PC armada,Wacom,274025,23744,3,12-05-2026,1.0,Alta
24/03/2022,Pennie Hess,Paternal,PC armada,Vodafone,420444,20244,7,2026/05/15,1.0,Baja
14/02/2022,Angelita Lambkin,Villa Crespo,electrodomésticos,Startech,379929,18592,4,18-05-2026,1.0,Media
03/02/2022,Cecil Apted,Ezeiza,electrodomésticos,Samsung,408721,17079,7,2026/05/10,4.0,Alta
08/05/2022,Angelita Lambkin,Villa Crespo,equipos de video,Belkin,308495,22266,10,12-05-2026,,Baja
07/06/2022,Angelita Lambkin,Boedo,equipos de audio,Corsair,356025,17273,10,2026/05/15,3.0,Media
29/04/2022,Dallis Beefon,Floresta,TV,Belkin,364730,24944,6,18-05-2026,1.0,Alta
01/01/2022,Angelita Lambkin,Villa Crespo,PC armada,Synology,234704,24563,8,2026/05/10,5.0,Baja
09/01/2022,Em Edmonson,Villa Crespo,electrodomésticos,Netgear,244664,21970,9,12-05-2026,5.0,Media
15/04/2022,Cecil Apted,Flores,equipos de audio,Corsair,328018,21388,10,2026/05/15,2.0,Alta
16/06/2022,Dorotea Brandolini,Paternal,equipos de audio,Synology,183963,16954,3,18-05-2026,3.0,Baja
14/03/2022,Pennie Hess,San Martín,TV,Startech,159810,23395,5,2026/05/10,2.0,Media
17/02/2022,Arvin Bernhardi,Paternal,notebook,LG,136617,23615,4,12-05-2026,2.0,Alta
14/01/2022,Em Edmonson,San Martín,notebook,Belkin,404333,23306,5,2026/05/15,1.0,Baja
19/03/2022,Mufi Panchin,Floresta,electrodomésticos,Engel,253812,16769,6,18-05-2026,3.0,Media
13/04/2022,Pennie Hess,Villa Soldati,PC armada,Xiaomi,114338,17910,5,2026/05/10,4.0,Alta
21/06/2022,Humfried Woodberry,San Martín,TV,Huawei,117091,23143,10,12-05-2026,3.0,Baja
11/04/2022,Dorotea Brandolini,Recoleta,equipos de video,Nord,368655,18078,6,2026/05/15,5.0,Media
24/04/2022,Angelita Lambkin,Palermo,notebook,Vodafone,293771,21102,10,18-05-2026,4.0,Alta
30/01/2022,Mufi Panchin,Villa Bosch,notebook,Access,433667,24607,7,2026/05/10,5.0,Baja
07/03/2022,Christel Zambonini,Palermo,equipos de video,Digitus,159944,25056,7,12-05-2026,5.0,Media
23/06/2022,Constantine Creeber,San Martín,electrodomésticos,Conceptronic,410024,19955,3,2026/05/15,5.0,Alta
11/03/2022,Cecil Apted,Flores,PC armada,Kensington,398761,17334,3,18-05-2026,4.0,Baja
26/03/2022,Timmy Ashlin,San Martín,notebook,Huawei,383721,17810,8,2026/05/10,4.0,Media
31/05/2022,Constantine Creeber,Flores,PC armada,Digitus,380776,20722,10,12-05-2026,1.0,Alta
13/05/2022,Mufi Panchin,San Martín,equipos de video,Nord,317915,24669,9,2026/05/15,5.0,Baja
11/03/2022,Mufi Panchin,Villa Bosch,electrodomésticos,Engel,382571,23265,5,18-05-2026,3.0,Media
05/01/2022,Cecil Apted,Floresta,notebook,Toshiba,226807,20229,8,2026/05/10,2.0,Alta
01/02/2022,Ursuline Castilla,Recoleta,PC armada,Wacom,263855,19098,9,12-05-2026,2.0,Baja
11/03/2022,Pennie Hess,Palermo,notebook,Synology,137387,19291,6,2026/05/15,,Media
27/05/2022,Cecil Apted,San Martín,electrodomésticos,Synology,412352,22649,7,18-05-2026,2.0,Alta
21/02/2022,Em Edmonson,Flores,TV,Vodafone,226724,19047,6,2026/05/10,4.0,Baja
19/05/2022,Barde Benoist,Villa Soldati,TV,Netgear,443819,21379,4,12-05-2026,1.0,Media
21/04/2022,Mufi Panchin,Ezpeleta,notebook,LG,290183,17558,10,2026/05/15,2.0,Alta
19/05/2022,Dallis Beefon,San Martín,PC armada,Startech,319145,18158,5,18-05-2026,5.0,Baja
03/04/2022,Angelita Lambkin,Floresta,equipos de audio,Wacom,344986,16695,10,2026/05/10,4.0,Media
21/06/2022,Constantine Creeber,Ezpeleta,equipos de audio,Xiaomi,457338,20666,4,12-05-2026,1.0,Alta
19/02/2022,Cecil Apted,Chacarita,TV,LG,184029,18294,8,2026/05/15,,Baja
23/02/2022,Cecil Apted,Palermo,TV,Samsonite,253496,17907,6,18-05-2026,,Media
25/06/2022,Arvin Bernhardi,Avellaneda,PC armada,Toshiba,292557,18607,6,2026/05/10,2.0,Alta
13/04/2022,Angelita Lambkin,Villa Soldati,TV,Samsonite,140209,21030,8,12-05-2026,2.0,Baja
13/05/2022,Dorotea Brandolini,Ezeiza,equipos de audio,Conceptronic,154433,23838,7,2026/05/15,5.0,Media
25/04/2022,Barde Benoist,Chacarita,notebook,Huawei,458339,23038,6,18-05-2026,,Alta
12/06/2022,Mufi Panchin,Palermo,notebook,Samsonite,342807,17876,6,2026/05/10,4.0,Baja
13/04/2022,Dallis Beefon,Chacarita,TV,Toshiba,327006,24226,10,12-05-2026,4.0,Media
06/03/2022,Angelita Lambkin,Recoleta,PC armada,Startech,267174,20456,5,2026/05/15,5.0,Alta
04/06/2022,Christel Zambonini,Paternal,electrodomésticos,Millenium,426089,21154,7,18-05-2026,2.0,Baja
23/01/2022,Constantine Creeber,Flores,TV,Toshiba,232717,18534,10,2026/05/10,5.0,Media
06/01/2022,Ursuline Castilla,Villa Crespo,electrodomésticos,Belkin,184486,18346,4,12-05-2026,,Alta
21/03/2022,Pennie Hess,San Nicolás,equipos de audio,Engel,154482,18660,6,2026/05/15,4.0,Baja
28/05/2022,Mufi Panchin,Boedo,electrodomésticos,Ubiquity,269422,19399,6,18-05-2026,1.0,Media
02/01/2022,Humfried Woodberry,Ezpeleta,PC armada,Millenium,311735,20630,10,2026/05/10,5.0,Alta
21/02/2022,Humfried Woodberry,Villa Bosch,electrodomésticos,Samsonite,372537,24517,6,12-05-2026,,Baja
27/01/2022,Barde Benoist,Paternal,PC armada,Samsonite,454531,18169,10,2026/05/15,4.0,Media
15/02/2022,Christel Zambonini,Boedo,equipos de audio,Access,225062,23771,6,18-05-2026,4.0,Alta
03/03/2022,Timmy Ashlin,Villa Soldati,equipos de video,Samsung,249048,17420,4,2026/05/10,,Baja
26/04/2022,Constantine Creeber,Villa Bosch,notebook,Millenium,334353,23371,3,12-05-2026,,Media
02/05/2022,Arvin Bernhardi,Palermo,notebook,Kensington,292102,23161,5,2026/05/15,1.0,Alta
02/03/2022,Cecil Apted,Villa Soldati,equipos de audio,Corsair,426114,17480,10,18-05-2026,1.0,Baja
02/05/2022,Ursuline Castilla,Avellaneda,equipos de video,Access,170188,17626,7,2026/05/10,1.0,Media
23/06/2022,Pennie Hess,Ezpeleta,notebook,Toshiba,451085,24096,10,12-05-2026,5.0,Alta
12/02/2022,Em Edmonson,Avellaneda,TV,Access,152383,24093,5,2026/05/15,1.0,Baja
21/06/2022,Humfried Woodberry,San Martín,notebook,Corsair,440641,19741,9,18-05-2026,1.0,Media
06/01/2022,Timmy Ashlin,Boedo,TV,Samsung,384577,25542,3,2026/05/10,4.0,Alta
21/06/2022,Arvin Bernhardi,Recoleta,equipos de audio,Corsair,247187,17361,3,12-05-2026,1.0,Baja
11/06/2022,Mufi Panchin,Villa Soldati,equipos de video,Huawei,238920,20524,9,2026/05/15,4.0,Media
12/02/2022,Humfried Woodberry,Paternal,electrodomésticos,Conceptronic,445284,17922,5,18-05-2026,,Alta
07/04/2022,Pennie Hess,Villa Soldati,electrodomésticos,Startech,282901,17378,8,2026/05/10,2.0,Baja
04/06/2022,Barde Benoist,Paternal,equipos de video,Samsung,440103,19585,8,12-05-2026,3.0,Media
22/05/2022,Angelita Lambkin,Flores,TV,Wacom,228977,22165,9,2026/05/15,1.0,Alta
06/04/2022,Pennie Hess,Boedo,equipos de audio,Conceptronic,449460,24679,9,18-05-2026,2.0,Baja
01/03/2022,Dorotea Brandolini,Ezeiza,PC armada,Netgear,317514,21109,8,2026/05/10,4.0,Media
09/04/2022,Barde Benoist,Chacarita,notebook,Vodafone,312652,22374,5,12-05-2026,4.0,Alta
03/06/2022,Humfried Woodberry,Floresta,PC armada,Wacom,374320,19057,6,2026/05/15,3.0,Baja
17/03/2022,Christel Zambonini,Ezeiza,notebook,Samsung,105891,23328,8,18-05-2026,5.0,Media
14/02/2022,Humfried Woodberry,Palermo,PC armada,Startech,227569,16691,10,2026/05/10,3.0,Alta
07/04/2022,Dallis Beefon,Recoleta,PC armada,Kensington,376764,17121,5,12-05-2026,2.0,Baja
22/03/2022,Mufi Panchin,Palermo,electrodomésticos,Trust,316419,23220,3,2026/05/15,3.0,Media
11/02/2022,Juliet Glynne,San Nicolás,notebook,Trust,433788,16694,5,18-05-2026,5.0,Alta
21/01/2022,Pennie Hess,San Nicolás,electrodomésticos,Belkin,340721,24858,10,2026/05/10,,Baja
05/05/2022,Mufi Panchin,Floresta,equipos de audio,Vodafone,160062,19217,6,12-05-2026,1.0,Media
20/04/2022,Ursuline Castilla,Villa Bosch,notebook,Samsung,446050,20956,7,2026/05/15,5.0,Alta
05/06/2022,Humfried Woodberry,San Nicolás,equipos de audio,Kensington,357791,18678,8,18-05-2026,2.0,Baja
19/01/2022,Timmy Ashlin,Villa Soldati,equipos de audio,Synology,355994,18163,10,2026/05/10,3.0,Media
21/06/2022,Em Edmonson,Ezpeleta,TV,Access,152695,22109,7,12-05-2026,,Alta
30/01/2022,Humfried Woodberry,Avellaneda,equipos de video,Samsonite,133354,21236,4,2026/05/15,1.0,Baja
08/05/2022,Juliet Glynne,Paternal,notebook,Trust,117094,23056,4,18-05-2026,1.0,Media
26/01/2022,Arvin Bernhardi,San Nicolás,notebook,Synology,322962,22484,9,2026/05/10,1.0,Alta
03/01/2022,Dorotea Brandolini,Paternal,notebook,Xiaomi,321203,21934,7,12-05-2026,4.0,Baja
18/02/2022,Ursuline Castilla,Ezeiza,electrodomésticos,Ubiquity,201520,23544,5,2026/05/15,3.0,Media
12/04/2022,Em Edmonson,Floresta,equipos de audio,Vodafone,241507,19019,3,18-05-2026,4.0,Alta
25/05/2022,Barde Benoist,San Nicolás,equipos de audio,Trust,334255,25390,7,2026/05/10,5.0,Baja
01/06/2022,Dorotea Brandolini,Recoleta,notebook,LG,383326,17509,9,12-05-2026,,Media
18/05/2022,Christel Zambonini,Flores,PC armada,Digitus,247874,18629,9,2026/05/15,1.0,Alta
22/02/2022,Angelita Lambkin,Ezeiza,PC armada,Startech,342590,19691,3,18-05-2026,4.0,Baja
11/04/2022,Humfried Woodberry,Floresta,notebook,Conceptronic,220768,22895,7,2026/05/10,3.0,Media
07/03/2022,Arvin Bernhardi,Paternal,equipos de video,Millenium,322288,17945,3,12-05-2026,3.0,Alta
24/03/2022,Humfried Woodberry,Paternal,notebook,Access,348714,25244,9,2026/05/15,1.0,Baja
19/01/2022,Barde Benoist,Palermo,electrodomésticos,Startech,167970,25292,9,18-05-2026,5.0,Media
18/06/2022,Cecil Apted,Paternal,notebook,Synology,248332,21152,9,2026/05/10,1.0,Alta
28/01/2022,Constantine Creeber,Ezeiza,TV,Xiaomi,316954,21872,5,12-05-2026,1.0,Baja
09/03/2022,Arvin Bernhardi,Ezpeleta,PC armada,Engel,369365,23766,10,2026/05/15,1.0,Media
02/06/2022,Juliet Glynne,Ezeiza,electrodomésticos,Xiaomi,296856,22604,3,18-05-2026,,Alta
18/05/2022,Dallis Beefon,Villa Bosch,notebook,Samsung,247652,19235,7,2026/05/10,4.0,Baja
23/06/2022,Pennie Hess,Flores,TV,Engel,445121,21617,7,12-05-2026,1.0,Media
23/02/2022,Em Edmonson,San Nicolás,equipos de video,Corsair,265033,24377,4,2026/05/15,4.0,Alta
02/03/2022,Dallis Beefon,Ezeiza,electrodomésticos,Belkin,458624,19759,7,18-05-2026,,Baja
04/06/2022,Pennie Hess,Floresta,TV,Toshiba,162756,23806,9,2026/05/10,2.0,Media
07/06/2022,Dallis Beefon,Villa Bosch,PC armada,Ubiquity,203898,23105,9,12-05-2026,3.0,Alta
22/02/2022,Christel Zambonini,Avellaneda,PC armada,Startech,258904,19473,9,2026/05/15,4.0,Baja
25/01/2022,Ursuline Castilla,Chacarita,PC armada,Startech,382837,18651,8,18-05-2026,5.0,Media
08/03/2022,Em Edmonson,San Nicolás,electrodomésticos,Kensington,457018,24618,7,2026/05/10,3.0,Alta
