venta_id,documento_cliente,cliente,correo,fecha_compra,monto,moneda,canal,cantidad_items
V000232,49803465,SOFIA FEDERICO RUIZ,SOFIA.FEDERICO.RUIZ.81@GMAIL.COM,09/05/2025,147606.38,ARS,App,2
V000233,,Joaquin Navarro,joaquin.navarro.4@gmail.com,15/06/2026,84618.53,ARS,App,3
V000234,41831376,Joaquin Navarro,,01-02-26,26627.84,ARS,Web,4
V000235,41.831.376,Joaquín Navarro,JOAQUIN.NAVARRO.4@GMAIL.COM,11-01-26,25448.45,ARS,Tienda,1
V000236, 41831376 ,JOAQUIN NAVARRO, joaquin.navarro.4@gmail.com ,2025-04-04,21887.09,ARS,Tienda,3
V000237,41831376,JOAQUIN NAVARRO,joaquin.navarro.4@gmail.com,22-04-26,33700.84,ARS,App,7
V000238,41-831-376,JOAQUIN NAVARRO, joaquin.navarro.4@gmail.com ,30/12/2025,13511.06,ARS,Marketplace,4
V000239,41831376,JOAQUIN NAVARRO, joaquin.navarro.4@gmail.com ,06/06/2024,11726.01,ARS,Tienda,2
V000240,21.015.506,Valentina Ramirez,valentina.ramirez.37@hotmail.com,25-07-26,31024.45,ARS,Web,3
V000241, 21015506 ,Valentina Ramirez,valentina.ramirez.37@hotmail.com,22/06/2026,271755.4,ARS,App,3
V000242, 21015506 ,Valentina Ramirez,,31-05-26,102425.89,ARS,Web,4
V000243, 21980737 ,Diego Natalia Flores,DIEGO.NATALIA.FLORES.83@EMPRESA.COM.AR,25/05/2024,6937.05,ARS,Marketplace,2
V000244,21980737,DIEGO NATALIA FLORES,DIEGO.NATALIA.FLORES.83@EMPRESA.COM.AR,17/05/2026,31994.57,ARS,Marketplace,3
V000245,21-980-737,Diego Flores,DIEGO.NATALIA.FLORES.83@EMPRESA.COM.AR,08/08/2024,40600.16,ARS,Marketplace,2
V000246,21.980.737,Diego Flores, diego.natalia.flores.83@empresa.com.ar ,18/02/2025,14561.6,ARS,App,1
V000247, 20758224 ,Paula Rojas,PAULA.ROJAS.35@HOTMAIL.COM,16-04-25,70145.78,ARS,Marketplace,3
V000248,20758224,Paula Rojas,paula.rojas.35@hotmail.com,19/02/2026,124420.92,ARS,App,1
V000249,20758224,Paula Rojas, paula.rojas.35@hotmail.com ,2024-11-11,105727.13,ARS,App,5
V000250,20.758.224,Paula Rojas,paularojas35@hotmail.com,2026-07-26,20176.06,ARS,App,1
V000251,35776232,JUAN RAMIREZ,juan.ramirez.30@empresa.com.ar,2026-04-23,57.6,USD,Tienda,6
V000252, 35776232 ,Juan Ramirez, juan.ramirez.30@empresa.com.ar ,2025-01-29,40106.52,ARS,App,1
V000253,35-776-232,Juan Ramírez,JUAN.RAMIREZ.30@EMPRESA.COM.AR,2025-12-25,91843.62,ARS,App,3
V000254,40.794.640,Julieta R. Alvarez,,11-08-26,10963.57,ARS,Marketplace,1
V000255,40794640,Julieta Rocio Alvarez,JULIETA.ROCIO.ALVAREZ.87@GMAIL.COM,11/04/2026,8698.46,ARS,Web,3
V000256,40-794-640,Julieta Rocío Álvarez,julieta.rocio.alvarez.87@gmail.com,2025-09-18,7411.44,ARS,Web,1
V000257,32.681.454,Martin Acosta, martin.acosta.15@gmail.com ,23/01/2026,81075.13,ARS,App,2
V000258,32681454,Martin Acosta,,06/04/2025,55342.44,ARS,App,3
V000259,34-821-599,Julieta López,julieta.lopez.37@gmail.com,09/06/2025,27275.6,ARS,Marketplace,2
V000260,34-821-599,JULIETA LOPEZ,julieta.lopez.37@gmail.com,2025-06-04,14272.36,ARS,Web,1
V000261,39.012.467,Camila Ruiz,camila.ruiz.19@empresa.com.ar,01-08-26,15020.05,ARS,Marketplace,2
V000262, 39012467 ,CAMILA RUIZ, camila.ruiz.19@empresa.com.ar ,06-01-24,147987.53,ARS,App,2
V000263,38347512,Nicolas Castro,NICOLAS.CASTRO.93@GMAIL.COM,15-02-26,60327.51,ARS,App,3
V000264, 38347512 ,Nicolas Castro,NICOLAS.CASTRO.93@GMAIL.COM,27-06-24,21433.93,ARS,App,4
V000265,38-347-512,Nicolas Castro,,08-08-24,11565.97,ARS,Tienda,2
V000266,35.189.584,Lucia Medina, lucia.medina.52@empresa.com.ar ,2026-03-26,28135.26,ARS,Web,2
V000267,35189584,LUCIA MEDINA, lucia.medina.52@empresa.com.ar ,2025-11-24,155927.52,ARS,Web,4
V000268,26-999-964,Rocio Rodriguez,ROCIO.RODRIGUEZ.18@HOTMAIL.COM,08/07/2026,6474.87,ARS,Tienda,1
V000269,,Rocio Rodriguez,rocio.rodriguez.18@hotmail.com,2025-02-23,43208.02,ARS,Web,1
V000270,26.999.964,Rocio Rodriguez,,2024-10-09,6935.54,ARS,App,1
V000271,44-010-614,Valentina Silva,VALENTINA.SILVA.14@OUTLOOK.COM,12-05-24,9621.92,ARS,Marketplace,1
V000272,44.010.614,Valentina Silva, valentina.silva.14@outlook.com ,2026-03-07,28086.18,ARS,Web,5
V000273,44010614,Valentina Silva,valentina.silva.14@outlook.com,2026-07-14,11603.53,ARS,Tienda,3
V000274, 20655052 ,Carolina Gomez,carolina.gomez.7@empresa.com.ar,2026-02-06,62904.7,ARS,Web,4
V000275,20.655.052,CAROLINA GOMEZ, carolina.gomez.7@empresa.com.ar ,16/10/2024,18149.19,ARS,Web,1
V000276,20655052,Carolina Gomez,CAROLINA.GOMEZ.7@EMPRESA.COM.AR,2025-08-24,69006.29,ARS,Web,2
V000277,20655052,Carolina Gómez,CAROLINA.GOMEZ.7@EMPRESA.COM.AR,2025-12-21,38394.1,ARS,Marketplace,1
V000278,20655052,Carolina Gómez,CAROLINA.GOMEZ.7@EMPRESA.COM.AR,11/05/2025,96935.97,ARS,Web,1
V000279,20.655.052,Carolina Gomez,,25-07-25,93716.78,ARS,Marketplace,2
V000280, 26097663 ,Franco Martinez,FRANCO.MARTINEZ.4@GMAIL.COM,2024-04-29,59339.32,ARS,App,4
V000281,26-097-663,FRANCO MARTINEZ,FRANCO.MARTINEZ.4@GMAIL.COM,18/09/2025,38661.1,ARS,Tienda,3
V000282,26.097.663,Franco Martinez,,2025-08-25,252896.55,ARS,Tienda,1
V000283, 26097663 ,Franco Martinez,franco.martinez.4@gmail.com,12/04/2024,9779.0,ARS,Web,3
V000284, 26097663 ,FRANCO MARTINEZ,,2024-10-30,9532.34,ARS,App,4
V000285, 26097663 ,Franco Martínez, franco.martinez.4@gmail.com ,2025-09-14,27912.42,ARS,Marketplace,3
V000286,26-097-663,FRANCO MARTINEZ,franco.martinez.4@gmail.com,2026-01-19,27817.86,ARS,Web,2
V000287,26-097-663,FRANCO MARTINEZ, franco.martinez.4@gmail.com ,2024-10-30,39738.34,ARS,Web,1
V000288,45.516.146,Gonzalo Martínez,GONZALO.MARTINEZ.31@OUTLOOK.COM,03-11-24,121027.67,ARS,App,2
V000289, 45516146 ,GONZALO MARTINEZ, gonzalo.martinez.31@outlook.com ,13-04-24,9627.83,ARS,Marketplace,3
V000290,41.474.657,Tomas Sanchez, tomas.sanchez.59@outlook.com ,23-01-25,96215.81,ARS,Tienda,5
V000291, 41474657 ,Tomas Sanchez,,30-03-24,104663.25,ARS,App,1
V000292,41-474-657,Tomas Sanchez,TOMAS.SANCHEZ.59@OUTLOOK.COM,15/12/2024,30918.12,ARS,Tienda,2
V000293,,Tomás Sánchez,,2024-10-17,28538.75,ARS,Marketplace,4
V000294,41474657,Tomas Sanchez,tomas.sanchez.59@outlook.com,2025-06-28,29360.77,ARS,Marketplace,1
V000295,41474657,TOMAS SANCHEZ,TOMAS.SANCHEZ.59@OUTLOOK.COM,2026-06-25,86479.97,ARS,App,2
V000296, 37231199 ,LAURA MOLINA,lauramolina7@gmail.com,31-03-25,23286.04,ARS,Marketplace,4
V000297,37231199,Laura Molina, laura.molina.7@gmail.com ,2024-10-25,41470.77,ARS,App,4
V000298,37.231.199,Laura Molina,laura.molina.7@gmail.com,17/12/2024,25901.97,ARS,Web,3
V000299,37-231-199,LAURA MOLINA, laura.molina.7@gmail.com ,2024-02-25,21559.65,ARS,Marketplace,1
V000300,40540846,Valentina Flores, valentina.flores.12@hotmail.com ,2025-08-10,81374.81,ARS,Tienda,1
V000301, 40540846 ,Valentina Flores,,12-10-24,43724.56,ARS,Web,1
V000302,40-540-846,Valentina Flores,VALENTINA.FLORES.12@HOTMAIL.COM,13-03-25,40628.28,ARS,App,2
V000303,40.540.846,Valentina Flores,,05/04/2026,27338.38,ARS,App,1
V000304,38-504-572,Gonzalo Navarro,,2026-03-09,4652.76,ARS,App,3
V000305,38504572,Gonzalo Navarro,GONZALO.NAVARRO.85@EMPRESA.COM.AR,2024-04-23,17270.26,ARS,Web,4
V000306, 38504572 ,Gonzalo Navarro,GONZALO.NAVARRO.85@EMPRESA.COM.AR,2025-12-03,26132.64,ARS,Tienda,2
V000307,,Florencia Ramírez,florenciaramirez11@hotmail.com,2024-11-12,4899.42,ARS,Marketplace,3
V000308,24.733.378,Florencia Ramírez, florencia.ramirez.11@hotmail.com ,12-08-25,12922.15,ARS,Tienda,1
V000309, 24733378 ,Florencia Ramírez,florenciaramirez11@hotmail.com,19/08/2024,18512.84,ARS,Tienda,1
V000310,24.733.378,Florencia Ramirez, florencia.ramirez.11@hotmail.com ,31-05-25,8320.46,ARS,Tienda,1
V000311, 24733378 ,Florencia Ramírez, florencia.ramirez.11@hotmail.com ,21/06/2025,5109.25,ARS,Tienda,4
V000312,43-576-630,Gonzalo Castro,gonzalo.castro.11@hotmail.com,2026-07-23,38854.85,ARS,App,2
V000313,43.576.630,Gonzalo Castro,GONZALO.CASTRO.11@HOTMAIL.COM,29/11/2024,9078.13,ARS,Web,5
V000314, 43576630 ,GONZALO CASTRO,GONZALO.CASTRO.11@HOTMAIL.COM,2024-07-24,30909.17,ARS,Tienda,2
V000315, 43576630 ,Gonzalo Castro, gonzalo.castro.11@hotmail.com ,29/06/2026,36393.77,ARS,Web,3
V000316,42.007.191,PABLO FERNANDEZ,pablo.fernandez.78@outlook.com,2024-07-28,309415.64,ARS,Web,1
V000317,,Pablo Fernandez, pablo.fernandez.78@outlook.com ,2025-08-29,69766.12,ARS,Web,1
V000318, 22600186 ,Carolina Gomez,CAROLINA.GOMEZ.69@HOTMAIL.COM,2026-01-19,20868.25,ARS,Marketplace,3
V000319,22-600-186,Carolina Gomez,CAROLINA.GOMEZ.69@HOTMAIL.COM,05-06-24,37870.13,ARS,Web,2
V000320,47.529.758,Florencia Rojas, florencia.rojas.70@empresa.com.ar ,2025-04-04,23681.85,ARS,Marketplace,4
V000321, 47529758 ,Florencia Rojas, florencia.rojas.70@empresa.com.ar ,31-01-25,39330.43,ARS,Marketplace,2
V000322,47529758,Florencia Rojas,florencia.rojas.70@empresa.com.ar,2025-04-29,7024.48,ARS,Marketplace,1
V000323,48-461-124,Florencia Sanchez, florencia.sanchez.61@hotmail.com ,14/09/2025,33703.21,ARS,App,1
V000324,48461124,Florencia Sanchez,FLORENCIA.SANCHEZ.61@HOTMAIL.COM,27-02-25,172580.48,ARS,Marketplace,1
V000325, 48461124 ,Florencia Sanchez, florencia.sanchez.61@hotmail.com ,2025-07-06,45590.77,ARS,App,4
V000326, 48461124 ,Florencia Sánchez,florenciasanchez61@hotmail.com,2026-02-16,8208.24,ARS,Web,3
V000327, 48461124 ,Florencia Sánchez,,16-10-24,21983.1,ARS,App,1
V000328,48.461.124,Florencia Sanchez,florencia.sanchez.61@hotmail.com,24/02/2026,23018.68,ARS,Tienda,5
V000329,48.461.124,Florencia Sanchez, florencia.sanchez.61@hotmail.com ,11-05-26,50538.3,ARS,Tienda,3
V000330,37-193-730,Juan Franco Silva,juan.franco.silva.55@hotmail.com,13-04-25,2531.77,ARS,App,1
V000331, 37193730 ,Juan Franco Silva,JUAN.FRANCO.SILVA.55@HOTMAIL.COM,2024-03-28,28348.47,ARS,Web,2
V000332,37193730,Juan F. Silva,,31/12/2024,29727.19,ARS,Marketplace,4
V000333,46-801-996,Valentina Gomez, valentina.gomez.1@outlook.com ,2025-01-24,29360.84,ARS,Marketplace,4
V000334, 38868254 ,Natalia Sanchez,natalia.sanchez.96@outlook.com,01/03/2024,21311.78,ARS,App,2
V000335,38.868.254,Natalia Sanchez, natalia.sanchez.96@outlook.com ,2024-12-29,28365.13,ARS,Tienda,4
V000336, 38868254 ,Natalia Sánchez,,2025-02-23,43539.83,ARS,Tienda,2
V000337,31753247,Pablo Alvarez, pablo.alvarez.51@empresa.com.ar ,2026-03-22,71792.13,ARS,App,1
V000338,31.753.247,Pablo Álvarez,pablo.alvarez.51@empresa.com.ar,03-07-24,22636.69,ARS,Tienda,2
V000339,47-941-422,Juan Sánchez,JUAN.SANCHEZ.91@OUTLOOK.COM,2025-06-22,170312.62,ARS,App,4
V000340,47941422,Juan Sanchez,juan.sanchez.91@outlook.com,28-01-24,49361.52,ARS,Tienda,1
V000341, 47941422 ,JUAN SANCHEZ,JUAN.SANCHEZ.91@OUTLOOK.COM,30/08/2025,67281.75,ARS,App,4
V000342, 47941422 ,Juan Sánchez,JUAN.SANCHEZ.91@OUTLOOK.COM,13-09-24,59290.75,ARS,App,2
V000343,32-170-199,LEANDRO SANCHEZ,,2024-01-31,121630.66,ARS,Tienda,1
V000344,32170199,LEANDRO SANCHEZ, leandro.sanchez.55@empresa.com.ar ,19/08/2025,8634.87,ARS,App,3
V000345,32170199,Leandro Sánchez, leandro.sanchez.55@empresa.com.ar ,27/07/2026,26157.39,ARS,Tienda,4
V000346,41171931,Camila Carolina Ortiz,camilacarolinaortiz84@empresa.com.ar,03-06-26,11283.27,ARS,Marketplace,1
V000347,44.756.583,Tomás Acosta,,2024-02-12,84259.55,ARS,Web,1
V000348,44.756.583,Tomás Acosta,TOMAS.ACOSTA.39@GMAIL.COM,06-07-25,160249.47,ARS,Marketplace,1
V000349,34-263-147,Joaquin Romero,JOAQUIN.ROMERO.73@EMPRESA.COM.AR,12-12-25,48943.43,ARS,Web,1
V000350,,Joaquin Romero,joaquinromero73@empresa.com.ar,2024-01-25,10261.84,ARS,App,1
V000351,34263147,Joaquín Romero,,10-08-24,19673.15,ARS,Web,4
V000352,36439064,Julieta Acosta,julieta.acosta.11@outlook.com,29/05/2024,9717.52,ARS,App,2
V000353,,Julieta Acosta,julieta.acosta.11@outlook.com,09-01-26,28035.47,ARS,Marketplace,1
V000354,36439064,Julieta Acosta,JULIETA.ACOSTA.11@OUTLOOK.COM,29/03/2026,30536.84,ARS,Tienda,1
V000355,30-922-923,Valentina Castro, valentina.castro.51@gmail.com ,03-02-25,91324.81,ARS,Tienda,2
V000356,30.922.923,Valentina Castro,valentina.castro.51@gmail.com,22/09/2024,15507.23,ARS,App,5
V000357,27.249.239,Agustina Navarro,agustinanavarro93@empresa.com.ar,05-03-25,10246.0,ARS,Tienda,2
V000358, 27249239 ,Agustina Navarro, agustina.navarro.93@empresa.com.ar ,09-12-24,10003.79,ARS,Marketplace,2
V000359,27249239,AGUSTINA NAVARRO, agustina.navarro.93@empresa.com.ar ,2025-04-02,61279.83,ARS,Tienda,1
V000360, 27249239 ,Agustina Navarro,agustina.navarro.93@empresa.com.ar,2024-10-13,34506.38,ARS,Tienda,2
V000361,27249239,Agustina Navarro,agustina.navarro.93@empresa.com.ar,27-04-24,47687.13,ARS,App,1
V000362,27249239,Agustina Navarro,agustina.navarro.93@empresa.com.ar,23/10/2024,20265.66,ARS,Tienda,7
V000363,35-398-216,Andres Ramirez,,24-03-24,43648.59,ARS,Tienda,5
V000364,35398216,ANDRES RAMIREZ,,25-11-24,10413.86,ARS,Marketplace,2
V000365, 32537462 ,Joaquín Silva,joaquin.silva.92@gmail.com,10/10/2024,88976.19,ARS,Tienda,2
V000366,32.537.462,JOAQUIN SILVA, joaquin.silva.92@gmail.com ,25-01-25,79682.71,ARS,Web,4
V000367,32.537.462,Joaquin Silva,joaquinsilva92@gmail.com,06-03-24,34835.72,ARS,Web,2
V000368,40333100,Gonzalo Benitez,GONZALO.BENITEZ.63@OUTLOOK.COM,29-08-24,160416.35,ARS,App,5
V000369, 28794855 ,Pablo Martinez,pablo.martinez.86@gmail.com,05/01/2026,29749.95,ARS,Web,6
V000370, 28794855 ,PABLO MARTINEZ, pablo.martinez.86@gmail.com ,29-03-24,17.89,USD,Marketplace,2
V000371,20.315.891,ANDRES BENITEZ, andres.benitez.68@hotmail.com ,2026-02-20,80977.12,ARS,App,5
V000372,20-315-891,Andres Benitez,andres.benitez.68@hotmail.com,02/05/2025,24948.99,ARS,Marketplace,1
V000373,20-315-891,Andres Benitez,andres.benitez.68@hotmail.com,27-11-24,19749.83,ARS,Marketplace,3
V000374,47206877,Leandro Perez, leandro.tomas.perez.84@empresa.com.ar ,2025-04-12,35029.17,ARS,Tienda,2
V000375,47-206-877,Leandro Tomas Perez,leandrotomasperez84@empresa.com.ar,23-07-26,8490.26,ARS,App,1
V000376,47206877,Leandro T. Perez,,2024-11-19,21410.19,ARS,App,6
V000377, 47206877 ,Leandro Tomás Pérez,leandro.tomas.perez.84@empresa.com.ar,13/02/2025,10654.64,ARS,Marketplace,2
V000378,29804509,Carolina Gomez,CAROLINA.GOMEZ.80@OUTLOOK.COM,16-11-24,162499.38,ARS,Tienda,2
V000379,29-804-509,Carolina Gomez,carolina.gomez.80@outlook.com,09/09/2024,24779.39,ARS,App,2
V000380,29804509,Carolina Gómez,CAROLINA.GOMEZ.80@OUTLOOK.COM,05-03-26,53369.88,ARS,Marketplace,1
V000381,29-804-509,Carolina Gómez,,29/01/2026,26485.82,ARS,App,4
V000382,42.677.644,MICAELA FRANCO SILVA,micaela.franco.silva.87@gmail.com,2024-04-16,7513.56,ARS,Tienda,2
V000383,42-677-644,Micaela Franco Silva,micaela.franco.silva.87@gmail.com,11/11/2025,65560.77,ARS,Tienda,2
V000384,42677644,Micaela Franco Silva,micaela.franco.silva.87@gmail.com,2024-07-04,17803.11,ARS,Web,1
V000385,42.677.644,Micaela Franco Silva,MICAELA.FRANCO.SILVA.87@GMAIL.COM,25-03-25,69347.25,ARS,Tienda,1
V000386,42.677.644,Micaela Franco Silva,micaela.franco.silva.87@gmail.com,05/09/2024,25635.5,ARS,Tienda,1
V000387,30-030-701,Camila Suarez,camila.suarez.23@hotmail.com,2024-06-11,10373.9,ARS,Marketplace,2
V000388,30-030-701,Camila Suarez, camila.suarez.23@hotmail.com ,30/09/2024,30763.91,ARS,Marketplace,3
V000389,30-030-701,Camila Suarez,camila.suarez.23@hotmail.com,21/07/2025,32429.32,ARS,Marketplace,1
V000390,30-030-701,Camila Suarez,camila.suarez.23@hotmail.com,30-12-25,12739.62,ARS,Web,1
V000391,36-836-962,Julieta Sanchez, julieta.sanchez.40@outlook.com ,02/05/2026,35282.77,ARS,App,4
V000392,36836962,Julieta Sanchez,,2024-05-05,28870.12,ARS,Tienda,1
V000393,36836962,Julieta Sanchez,JULIETA.SANCHEZ.40@OUTLOOK.COM,10-02-26,19139.78,ARS,Marketplace,1
V000394,44-846-758,Daniela Acosta, daniela.acosta.75@hotmail.com ,2025-12-09,43880.35,ARS,Tienda,2
V000395,44.846.758,Daniela Acosta,,16/07/2025,35469.7,ARS,App,4
V000396,44.846.758,Daniela Acosta, daniela.acosta.75@hotmail.com ,2025-12-18,7497.58,ARS,Marketplace,4
V000397,,Carlos Molina,carlos.molina.34@hotmail.com,25-01-25,8779.75,ARS,App,3
V000398,48638804,Carlos Molina,CARLOS.MOLINA.34@HOTMAIL.COM,10-11-25,23230.69,ARS,Web,1
V000399,46.992.586,Diego Flores,DIEGO.FLORES.69@EMPRESA.COM.AR,28-05-24,39876.04,ARS,Marketplace,2
V000400, 32337204 ,Agustina Silva,AGUSTINA.FLORENCIA.SILVA.41@EMPRESA.COM.AR,16-02-24,39326.75,ARS,Web,1
V000401,32-337-204,Agustina Florencia Silva,agustina.florencia.silva.41@empresa.com.ar,19-03-24,23750.48,ARS,App,1
V000402,32.337.204,Agustina Florencia Silva, agustina.florencia.silva.41@empresa.com.ar ,16/03/2026,12249.02,ARS,App,4
V000403,32-337-204,Agustina Florencia Silva, agustina.florencia.silva.41@empresa.com.ar ,2025-03-12,70406.78,ARS,Tienda,1
V000404,42919534,Leandro P. Rojas,leandro.paula.rojas.11@outlook.com,02/08/2025,12401.86,ARS,Marketplace,2
V000405,42-919-534,Leandro Paula Rojas,,2025-01-02,5189.07,ARS,Marketplace,4
V000406,42-919-534,LEANDRO PAULA ROJAS,,14/10/2025,21341.57,ARS,Tienda,1
V000407, 24309195 ,Pablo Fernández, pablo.fernandez.37@empresa.com.ar ,02-01-25,89676.09,ARS,Marketplace,3
V000408, 24309195 ,Pablo Fernandez,,2024-10-03,228439.17,ARS,Tienda,1
V000409,31-431-161,Pablo Ramirez,PABLO.RAMIREZ.9@GMAIL.COM,2025-09-13,23999.07,ARS,Tienda,3
V000410, 31431161 ,Pablo Ramírez, pablo.ramirez.9@gmail.com ,25/10/2024,78973.35,ARS,Marketplace,4
V000411,31.431.161,Pablo Ramírez,pablo.ramirez.9@gmail.com,2025-07-11,10867.59,ARS,Tienda,3
V000412,24.773.954,FEDERICO ANDRES MARTINEZ,FEDERICO.ANDRES.MARTINEZ.46@HOTMAIL.COM,2026-05-24,16541.07,ARS,Marketplace,2
V000413, 24773954 ,FEDERICO ANDRES MARTINEZ,federicoandresmartinez46@hotmail.com,21-04-25,36914.53,ARS,Tienda,1
V000414,24760424,Florencia Romero,,2025-09-01,22655.7,ARS,App,1
V000415,24.760.424,Florencia Romero,florencia.romero.73@gmail.com,15-07-26,14687.22,ARS,Tienda,2
V000416,24-760-424,FLORENCIA ROMERO,florencia.romero.73@gmail.com,13-09-24,73237.46,ARS,App,2
V000417,37.751.135,Laura Castro, laura.castro.86@outlook.com ,2025-08-13,11678.09,ARS,Web,2
V000418,37.751.135,Laura Castro, laura.castro.86@outlook.com ,17/08/2024,19355.52,ARS,Tienda,2
V000419, 37751135 ,Laura Castro,lauracastro86@outlook.com,04-06-24,26432.95,ARS,Web,4
V000420,37.751.135,LAURA CASTRO, laura.castro.86@outlook.com ,29/04/2026,28841.91,ARS,App,5
V000421,27-878-604,Leandro Natalia Molina, leandro.natalia.molina.28@hotmail.com ,18/09/2024,29287.76,ARS,Web,1
V000422,27-878-604,Leandro Natalia Molina,leandro.natalia.molina.28@hotmail.com,14/03/2024,8556.29,ARS,Marketplace,2
V000423,27878604,Leandro Natalia Molina, leandro.natalia.molina.28@hotmail.com ,17-11-25,17853.36,ARS,Tienda,3
V000424,46715967,Carlos Silva,CARLOS.SILVA.58@EMPRESA.COM.AR,30-12-24,22551.79,ARS,App,2
V000425,,Carlos Silva,CARLOS.SILVA.58@EMPRESA.COM.AR,2024-03-20,18472.63,ARS,Marketplace,2
V000426,46.715.967,CARLOS SILVA, carlos.silva.58@empresa.com.ar ,31/03/2026,26838.22,ARS,App,2
V000427,46-715-967,Carlos Silva, carlos.silva.58@empresa.com.ar ,21/08/2025,14523.95,ARS,App,3
V000428,46715967,CARLOS SILVA,CARLOS.SILVA.58@EMPRESA.COM.AR,24/04/2024,36904.04,ARS,Marketplace,4
V000429,46.715.967,Carlos Silva,CARLOS.SILVA.58@EMPRESA.COM.AR,06/07/2025,157587.43,ARS,App,2
V000430,,CARLOS SILVA,,17/05/2024,3323.89,ARS,Web,4
V000431,46715967,Carlos Silva,CARLOS.SILVA.58@EMPRESA.COM.AR,09/06/2026,39139.45,ARS,App,1
V000432,44-413-276,Paula Ortiz,PAULA.ORTIZ.63@GMAIL.COM,17-08-25,24515.0,ARS,Marketplace,4
V000433,44.413.276,Paula Ortiz, paula.ortiz.63@gmail.com ,27-05-26,5371.57,ARS,Web,5
V000434,44-413-276,Paula Ortiz,paula.ortiz.63@gmail.com,2024-10-24,20420.93,ARS,Tienda,4
V000435,44413276,Paula Ortiz,paula.ortiz.63@gmail.com,24/10/2024,23609.52,ARS,App,1
V000436,,Paula Ortiz,PAULA.ORTIZ.63@GMAIL.COM,03-08-26,39016.88,ARS,Web,1
V000437, 24201331 ,Sebastian Romero,SEBASTIAN.ROMERO.44@EMPRESA.COM.AR,2025-06-23,35136.58,ARS,Web,4
V000438,,SEBASTIAN ROMERO, sebastian.romero.44@empresa.com.ar ,25/04/2025,6042.84,ARS,Tienda,3
V000439,24201331,Sebastian Romero,sebastian.romero.44@empresa.com.ar,13-03-25,24300.8,ARS,Marketplace,1
V000440,24.201.331,Sebastian Romero,SEBASTIAN.ROMERO.44@EMPRESA.COM.AR,03/06/2024,15387.54,ARS,App,4
V000441,24.201.331,Sebastián Romero, sebastian.romero.44@empresa.com.ar ,01-06-26,52402.09,ARS,Web,2
V000442,24201331,SEBASTIAN ROMERO,SEBASTIAN.ROMERO.44@EMPRESA.COM.AR,07-03-24,21.45,USD,Tienda,3
V000443, 24201331 ,Sebastian Romero,sebastian.romero.44@empresa.com.ar,2024-07-12,13847.96,ARS,App,3
V000444,24-201-331,SEBASTIAN ROMERO,sebastian.romero.44@empresa.com.ar,30-04-24,12664.4,ARS,Web,1
V000445,41532957,PAULA TORRES, martinacosta15@gmail.com ,2025-05-01,16665.73,ARS,App,1
V000446, 41532957 ,Paula Torres,MARTINACOSTA15@GMAIL.COM,24/04/2026,27761.89,ARS,App,2
V000447,41-532-957,PAULA TORRES,martinacosta15@gmail.com,13-07-26,13166.09,ARS,Tienda,1
V000448,45.444.283,Sofia Lopez,SOFIA.LOPEZ.92@HOTMAIL.COM,01-02-26,19664.85,ARS,App,1
V000449,45-444-283,SOFIA LOPEZ,sofia.lopez.92@hotmail.com,10-05-26,20556.5,ARS,Web,4
V000450,45.444.283,Sofía López,sofia.lopez.92@hotmail.com,10/04/2026,8485.34,ARS,App,4
V000451,45.444.283,SOFIA LOPEZ,SOFIA.LOPEZ.92@HOTMAIL.COM,26-02-26,10403.02,ARS,Tienda,2
V000452,45-444-283,Sofia Lopez, sofia.lopez.92@hotmail.com ,2024-07-30,57891.12,ARS,Tienda,2
V000453,23-592-131,Federico Suarez,,25/07/2024,70772.4,ARS,Marketplace,1
V000454, 23592131 ,Federico Suarez,federico.suarez.7@hotmail.com,2025-01-03,23748.58,ARS,App,3
V000455, 23592131 ,Federico Suarez,federico.suarez.7@hotmail.com,23/07/2026,25214.44,ARS,Marketplace,1
V000456,32-859-350,Carlos Pérez, carlos.perez.13@gmail.com ,13/05/2025,40324.22,ARS,Tienda,2
V000457,32.859.350,CARLOS PEREZ,CARLOS.PEREZ.13@GMAIL.COM,2024-10-02,16730.39,ARS,Web,2
V000458, 47883185 ,VALENTINA RAMIREZ,,09-07-24,27963.95,ARS,Web,2
V000459,47883185,Valentina Ramírez,VALENTINA.RAMIREZ.65@EMPRESA.COM.AR,26-02-24,32496.16,ARS,Web,1
V000460,47883185,Valentina Ramirez,,2026-07-04,20276.72,ARS,Web,1
V000461,47.883.185,Valentina Ramirez,valentina.ramirez.65@empresa.com.ar,2025-06-15,94195.22,ARS,Tienda,2
V000462, 47883185 ,VALENTINA RAMIREZ,valentinaramirez65@empresa.com.ar,25/05/2025,7627.87,ARS,App,3
V000463,42-385-870,Agustina Silva,agustina.camila.silva.10@hotmail.com,2024-05-24,11180.64,ARS,Web,3
V000464, 42385870 ,Agustina C. Silva,agustina.camila.silva.10@hotmail.com,14-06-25,22700.11,ARS,Marketplace,1
V000465,42385870,Agustina Camila Silva, agustina.camila.silva.10@hotmail.com ,2026-06-30,49497.73,ARS,Marketplace,1
V000466, 31982751 ,Sebastian Molina,SEBASTIAN.MOLINA.5@GMAIL.COM,14/08/2025,51548.29,ARS,Marketplace,2
V000467,31-982-751,Sebastian Molina, sebastian.molina.5@gmail.com ,28/07/2024,187485.73,ARS,Marketplace,3
V000468,31.982.751,Sebastián Molina,sebastian.molina.5@gmail.com,17/07/2024,68122.95,ARS,App,2
