ticket_id,documento,nombre_cliente,email_contacto,fecha_ticket,tipo,satisfaccion
T00268,44-205-028,Camila Perez,CAMILA.PEREZ.30@GMAIL.COM,03-12-25,Garantia,5
T00269,44205028,CAMILA PEREZ, camila.perez.30@gmail.com ,2025-01-26,Cambio,3
T00270, 44205028 ,CAMILA PEREZ,camila.perez.30@gmail.com,2025-10-08,Entrega,N/A
T00271,45.728.243,Natalia Molina,natalia.molina.63@outlook.com,05/01/2025,Garantia,2
T00272,45-728-243,Natalia Molina,NATALIA.MOLINA.63@OUTLOOK.COM,31-03-26,Facturacion,
T00273,45728243,Natalia Molina, natalia.molina.63@outlook.com ,02-06-26,Entrega,5
T00274,48-638-804,Carlos Molina,carlos.molina.34@hotmail.com,07-02-25,Garantia,5
T00275,48.638.804,Carlos Molina, carlos.molina.34@hotmail.com ,04/11/2025,Garantia,N/A
T00276,32.337.204,Agustina Florencia Silva, agustina.florencia.silva.41@empresa.com.ar ,14/02/2025,Entrega,1
T00277,36.798.787,Sofia T. Ramirez,SOFIA.TOMAS.RAMIREZ.21@GMAIL.COM,14-02-25,Facturacion,3
T00278,23-469-755,Tomás Romero, tomas.romero.54@outlook.com ,10-03-25,Facturacion,1
T00279, 23469755 ,Tomás Romero,tomas.romero.54@outlook.com,01-04-26,Cambio,1
T00280, 43478884 ,Federico Medina,FEDERICO.MEDINA.76@OUTLOOK.COM,13/07/2025,Cambio,
T00281,43478884,Federico Medina,federico.medina.76@outlook.com,09-12-25,Facturacion,2
T00282,32.043.100,Federico Acosta,FEDERICO.ACOSTA.59@EMPRESA.COM.AR,23/07/2026,Garantia,4
T00283,32.043.100,FEDERICO ACOSTA,FEDERICO.ACOSTA.59@EMPRESA.COM.AR,2026-01-16,Garantia,3
T00284, 32043100 ,Federico Acosta, federico.acosta.59@empresa.com.ar ,14/06/2026,Facturacion,4
T00285,41668785,Rocio Laura Ruiz,ROCIO.LAURA.RUIZ.48@OUTLOOK.COM,2026-05-03,Cambio,4
T00286,42.904.548,CAMILA ALVAREZ,camila.alvarez.40@hotmail.com,2025-03-29,Cambio,5
T00287,42904548,Camila Alvarez,CAMILA.ALVAREZ.40@HOTMAIL.COM,07-06-26,Consulta,1
T00288,42.904.548,Camila Alvarez,camilaalvarez40@hotmail.com,15-03-25,Cambio,N/A
T00289, 29804509 ,Carolina Gomez, carolina.gomez.80@outlook.com ,15-02-25,Facturacion,3
T00290,29.804.509,CAROLINA GOMEZ, carolina.gomez.80@outlook.com ,19/02/2025,Facturacion,2
T00291,20684393,María Ramírez,maria.ramirez.46@empresa.com.ar,2025-06-16,Garantia,N/A
T00292,20.684.393,MARIA RAMIREZ,mariaramirez46@empresa.com.ar,27/07/2026,Consulta,2
T00293, 20684393 ,MARIA RAMIREZ, maria.ramirez.46@empresa.com.ar ,30/04/2026,Cambio,2
T00294,25.584.143,Carolina Molina,CAROLINA.MOLINA.25@GMAIL.COM,2025-09-15,Consulta,
T00295,25-584-143,Carolina Molina, carolina.molina.25@gmail.com ,2026-06-08,Garantia,3
T00296,25584143,Carolina Molina,carolina.molina.25@gmail.com,27-04-25,Cambio,2
T00297,21-832-932,TOMAS NATALIA LOPEZ,TOMAS.NATALIA.LOPEZ.79@OUTLOOK.COM,2026-05-01,Facturacion,2
T00298,21-832-932,TOMAS NATALIA LOPEZ, tomas.natalia.lopez.79@outlook.com ,2025-12-08,Garantia,N/A
T00299,42.489.808,Leandro Romero,leandro.romero.6@hotmail.com,07/06/2025,Cambio,5
T00300,42.489.808,Leandro Romero, leandro.romero.6@hotmail.com ,2026-04-08,Entrega,3
T00301,42489808,Leandro Romero,leandro.romero.6@hotmail.com,14/07/2025,Cambio,5
T00302, 43558059 ,Nicolas Lopez, nicolas.lopez.16@gmail.com ,21-06-26,Facturacion,2
T00303,40-540-846,Valentina Flores,valentina.flores.12@hotmail.com,22-03-26,Entrega,5
T00304,40540846,Valentina Flores,valentinaflores12@hotmail.com,08/02/2025,Facturacion,1
T00305,35102015,Maria Acosta,maria.lucia.acosta.73@gmail.com,03/05/2025,Cambio,
T00306,35-102-015,Maria Acosta, maria.lucia.acosta.73@gmail.com ,18-06-26,Garantia,4
T00307,35-102-015,Maria Lucia Acosta, maria.lucia.acosta.73@gmail.com ,24/04/2026,Consulta,4
T00308,49803465,Sofía Federico Ruiz,sofia.federico.ruiz.81@gmail.com,2025-09-23,Garantia,3
T00309,49-803-465,Sofia Federico Ruiz,SOFIA.FEDERICO.RUIZ.81@GMAIL.COM,12-08-25,Entrega,5
T00310,,Federico Rojas, federico.rojas.24@hotmail.com ,22/06/2026,Entrega,4
T00311,49.294.512,Federico Rojas, federico.rojas.24@hotmail.com ,2025-02-06,Cambio,3
T00312,,Paula Rojas, paula.rojas.35@hotmail.com ,04-09-25,Consulta,
T00313,21-747-335,Agustina Silva, agustina.silva.20@hotmail.com ,15/02/2026,Entrega,2
T00314, 21747335 ,Agustina Silva,agustina.silva.20@hotmail.com,17/07/2026,Consulta,5
T00315,45813816,Agustina Benitez,agustina.benitez.96@empresa.com.ar,18/07/2025,Garantia,1
T00316,45.813.816,Agustina Benítez,agustina.benitez.96@empresa.com.ar,2026-06-15,Cambio,5
T00317, 21133253 ,Natalia Rojas,NATALIA.ROJAS.15@HOTMAIL.COM,05-05-25,Facturacion,4
T00318,35.309.233,Joaquin Lopez,joaquin.lopez.14@hotmail.com,22-07-26,Cambio,
T00319, 35309233 ,Joaquin Lopez,joaquin.lopez.14@hotmail.com,06/07/2026,Cambio,5
T00320,21857772,Rocio Ortiz,ROCIO.LAURA.ORTIZ.29@OUTLOOK.COM,27/03/2026,Cambio,5
T00321, 49008247 ,Martin T. Ortiz,martintomasortiz3@hotmail.com,15-02-25,Facturacion,2
T00322,,MARTIN TOMAS ORTIZ,MARTIN.TOMAS.ORTIZ.3@HOTMAIL.COM,2025-08-15,Garantia,
T00323, 41532957 ,Paula Torres,MARTINACOSTA15@GMAIL.COM,16/07/2026,Cambio,2
T00324,41-532-957,Paula Torres,MARTINACOSTA15@GMAIL.COM,26/03/2025,Facturacion,1
T00325,20.003.195,Agustina Castro,AGUSTINA.CASTRO.90@HOTMAIL.COM,18/07/2026,Cambio,1
T00326,,Sofia Medina,SOFIA.MEDINA.67@GMAIL.COM,02/04/2025,Consulta,2
T00327,33-437-063,Sofia Medina, sofia.medina.67@gmail.com ,04-01-26,Facturacion,2
T00328,33-437-063,SOFIA MEDINA,SOFIA.MEDINA.67@GMAIL.COM,14-05-26,Entrega,4
T00329,,Micaela Ramirez,camila.diaz.18@gmail.com,12-01-25,Entrega,1
T00330,20.800.214,Micaela Ramirez,camila.diaz.18@gmail.com,19-04-25,Consulta,2
T00331,41.736.526,Leandro A. Benitez,LEANDRO.AGUSTINA.BENITEZ.90@GMAIL.COM,2025-03-20,Entrega,N/A
T00332,35189584,Lucia Medina, lucia.medina.52@empresa.com.ar ,06/07/2025,Consulta,3
T00333,35-189-584,Lucia Medina,LUCIA.MEDINA.52@EMPRESA.COM.AR,2025-08-25,Entrega,
T00334,42.639.178,Camila Suarez, camila.suarez.38@empresa.com.ar ,13-02-26,Consulta,3
T00335, 42639178 ,Camila Suarez,CAMILA.SUAREZ.38@EMPRESA.COM.AR,2025-06-30,Facturacion,3
T00336,41.080.774,Paula Sofía Ortiz, paula.sofia.ortiz.86@outlook.com ,14/01/2025,Garantia,3
T00337,41080774,Paula Sofia Ortiz,PAULA.SOFIA.ORTIZ.86@OUTLOOK.COM,11/02/2025,Entrega,3
T00338, 26772112 ,Federico Rojas,FEDERICO.ROJAS.24@EMPRESA.COM.AR,2025-10-15,Facturacion,2
T00339,46-741-240,Laura Carlos Medina, laura.carlos.medina.95@empresa.com.ar ,01/09/2025,Entrega,
T00340, 46741240 ,Laura Carlos Medina,LAURA.CARLOS.MEDINA.95@EMPRESA.COM.AR,2025-07-09,Garantia,3
T00341,35.382.999,Julieta Carlos Navarro,JULIETA.CARLOS.NAVARRO.18@HOTMAIL.COM,2025-01-14,Cambio,3
T00342, 38347512 ,Nicolas Castro,nicolas.castro.93@gmail.com,12/01/2026,Consulta,5
T00343, 35955326 ,Matias Torres,matias.torres.74@gmail.com,26/06/2026,Facturacion,2
T00344,,MATIAS TORRES, matias.torres.74@gmail.com ,2025-05-28,Cambio,
T00345,39.551.520,Camila Rodríguez,camila.rodriguez.24@empresa.com.ar,25/01/2025,Entrega,5
T00346,39.551.520,Camila Rodriguez,CAMILA.RODRIGUEZ.24@EMPRESA.COM.AR,10/04/2026,Consulta,2
T00347,36322259,JOAQUIN SOFIA MARTINEZ,joaquinsofiamartinez66@outlook.com,21-09-25,Entrega,4
T00348,32874715,Rocio S. Acosta,rocio.sofia.acosta.60@hotmail.com,25/05/2025,Consulta,N/A
T00349,,Rocio Acosta,rocio.sofia.acosta.60@hotmail.com,31-05-25,Garantia,
T00350,32-874-715,Rocío Sofía Acosta, rocio.sofia.acosta.60@hotmail.com ,04/09/2025,Consulta,N/A
T00351,35.207.532,Rocio Silva,rocio.silva.12@hotmail.com,08/08/2025,Consulta,1
T00352,35.207.532,Rocio Silva, rocio.silva.12@hotmail.com ,13/10/2025,Cambio,N/A
T00353, 28542539 ,Rocio Joaquin Rojas, rocio.joaquin.rojas.58@outlook.com ,14-02-25,Facturacion,3
T00354, 28542539 ,Rocio J. Rojas,ROCIO.JOAQUIN.ROJAS.58@OUTLOOK.COM,30/07/2025,Garantia,3
T00355,,Rocio Rojas,ROCIO.JOAQUIN.ROJAS.58@OUTLOOK.COM,10-09-25,Consulta,3
T00356, 32170199 ,Leandro Sanchez, leandro.sanchez.55@empresa.com.ar ,13-07-25,Consulta,
T00357,,VALENTINA ROMERO, valentina.romero.94@empresa.com.ar ,03-05-26,Facturacion,3
T00358,26-731-217,VALENTINA ROMERO,valentina.romero.94@empresa.com.ar,12-05-25,Consulta,1
T00359,28-864-705,Laura Diaz,LAURA.DIAZ.36@OUTLOOK.COM,30/08/2025,Garantia,3
T00360,,Laura Diaz, laura.diaz.36@outlook.com ,18-12-25,Facturacion,
T00361,28-864-705,Laura Diaz, laura.diaz.36@outlook.com ,21-03-25,Cambio,N/A
T00362,34.538.334,Micaela Molina, micaela.molina.69@gmail.com ,20/09/2025,Entrega,3
T00363,25-519-404,Matias Acosta, matias.acosta.51@hotmail.com ,31/01/2025,Cambio,N/A
T00364,25519404,Matias Acosta, matias.acosta.51@hotmail.com ,02/01/2026,Facturacion,4
T00365,42-007-191,Pablo Fernandez, pablo.fernandez.78@outlook.com ,10-09-25,Consulta,4
T00366,42-007-191,Pablo Fernandez,pablo.fernandez.78@outlook.com,06-12-25,Facturacion,5
T00367, 47649932 ,Maria Gomez, maria.gomez.13@outlook.com ,05-02-25,Entrega,2
T00368,47649932,Maria Gomez,MARIA.GOMEZ.13@OUTLOOK.COM,09-04-25,Garantia,1
T00369,47-206-877,Leandro T. Perez,LEANDRO.TOMAS.PEREZ.84@EMPRESA.COM.AR,27-06-25,Cambio,4
T00370,,Leandro Tomas Perez,leandro.tomas.perez.84@empresa.com.ar,12-08-26,Entrega,
T00371,31280298,Leandro Ortiz,leandro.ortiz.37@outlook.com,2025-07-17,Facturacion,
T00372,31-280-298,Leandro Ortiz, leandro.ortiz.37@outlook.com ,21-05-26,Facturacion,5
T00373,31280298,LEANDRO ORTIZ,,14/07/2025,Garantia,2
T00374,23-923-342,DIEGO SUAREZ,camila.fernandez.42@outlook.com,29/03/2026,Cambio,N/A
T00375,23.923.342,DIEGO SUAREZ,CAMILA.FERNANDEZ.42@OUTLOOK.COM,06-11-25,Facturacion,5
T00376,23-923-342,Diego Suarez,,2026-01-07,Garantia,4
T00377,49-924-653,Paula Julieta Rodriguez,paula.julieta.rodriguez.42@gmail.com,01/04/2026,Consulta,5
T00378,49924653,Paula Julieta Rodriguez, paula.julieta.rodriguez.42@gmail.com ,16/01/2025,Cambio,1
T00379,49-924-653,Paula Julieta Rodriguez,PAULA.JULIETA.RODRIGUEZ.42@GMAIL.COM,08-06-25,Entrega,
T00380,36-836-962,Julieta Sanchez,JULIETA.SANCHEZ.40@OUTLOOK.COM,2025-09-05,Entrega,2
T00381, 22931184 ,Tomas Andres Torres,tomas.andres.torres.70@hotmail.com,2025-08-08,Facturacion,2
T00382,22-931-184,Tomás Andrés Torres, tomas.andres.torres.70@hotmail.com ,2025-08-29,Garantia,5
T00383,,Tomas A. Torres,tomasandrestorres70@hotmail.com,05-07-26,Consulta,1
T00384,40-251-826,Carlos Micaela Torres, carlos.micaela.torres.8@gmail.com ,11-06-26,Facturacion,2
T00385,40251826,CARLOS MICAELA TORRES,CARLOS.MICAELA.TORRES.8@GMAIL.COM,2025-01-31,Entrega,N/A
T00386,26580051,ANDRES MARTINEZ,andres.martinez.5@gmail.com,24-04-26,Entrega,2
T00387,22.186.368,Pablo Fernandez,pablo.fernandez.0@empresa.com.ar,23/06/2025,Consulta,5
T00388,39.906.741,SOFIA PABLO PEREZ,sofia.pablo.perez.90@gmail.com,2026-01-28,Entrega,3
T00389,39.906.741,Sofia P. Perez,SOFIA.PABLO.PEREZ.90@GMAIL.COM,27/04/2025,Facturacion,3
T00390,25-316-691,Lucia Castro,LUCIA.CASTRO.42@OUTLOOK.COM,2025-06-02,Facturacion,2
T00391,,Lucía Castro,LUCIA.CASTRO.42@OUTLOOK.COM,2026-02-06,Consulta,4
T00392, 43331525 ,VALENTINA ORTIZ,valentina.ortiz.30@outlook.com,28-01-25,Cambio,4
T00393,35.398.216,Andres Ramirez,ANDRES.RAMIREZ.44@GMAIL.COM,21-09-25,Cambio,N/A
T00394,34744180,Valentina Sanchez,valentinasanchez31@hotmail.com,22-03-25,Cambio,4
T00395, 32253208 ,Diego Acosta,diego.acosta.93@gmail.com,05/09/2025,Entrega,
T00396,37563209,Joaquin Sanchez,,04/11/2025,Cambio,2
T00397, 37563209 ,Joaquin Sanchez,joaquin.sanchez.47@gmail.com,25/04/2025,Garantia,4
T00398, 42995931 ,JULIETA RODRIGUEZ, julieta.rodriguez.21@gmail.com ,01-03-25,Cambio,1
T00399,42995931,Julieta Rodríguez,,2025-09-18,Facturacion,
T00400,20.179.048,Micaela Acosta, micaela.acosta.82@hotmail.com ,2025-10-17,Garantia,2
T00401,20.179.048,Micaela Acosta,MICAELA.ACOSTA.82@HOTMAIL.COM,2026-04-17,Cambio,4
T00402,20.179.048,Micaela Acosta,MICAELA.ACOSTA.82@HOTMAIL.COM,2025-04-27,Garantia,N/A
T00403,47-828-535,ROCIO FERNANDEZ,ROCIO.FERNANDEZ.32@GMAIL.COM,2025-12-03,Consulta,N/A
T00404,28-968-962,Agustina Perez,agustina.perez.57@empresa.com.ar,2026-05-19,Entrega,4
T00405,28-968-962,Agustina Perez,agustina.perez.57@empresa.com.ar,01/03/2026,Cambio,
T00406,42-223-134,Paula Martin Flores, paula.martin.flores.53@gmail.com ,25/07/2025,Consulta,5
T00407, 42223134 ,Paula M. Flores,paulamartinflores53@gmail.com,12/04/2025,Consulta,N/A
T00408,23992427,LAURA NAVARRO,laura.navarro.44@empresa.com.ar,2026-02-23,Entrega,5
T00409, 23992427 ,Laura Navarro,,30-03-25,Garantia,2
T00410,23992427,Laura Navarro,laura.navarro.44@empresa.com.ar,23/06/2026,Entrega,4
T00411,,Agustina Navarro,AGUSTINA.NAVARRO.84@GMAIL.COM,16/06/2025,Garantia,N/A
T00412, 35380018 ,DANIELA ANDRES DIAZ,daniela.andres.diaz.31@empresa.com.ar,09/06/2026,Entrega,1
T00413,35380018,Daniela Diaz,daniela.andres.diaz.31@empresa.com.ar,07/10/2025,Garantia,5
T00414,35.380.018,Daniela Diaz,DANIELA.ANDRES.DIAZ.31@EMPRESA.COM.AR,2026-01-19,Entrega,5
T00415,44-685-062,DIEGO ORTIZ, diego.ortiz.16@outlook.com ,21/02/2026,Garantia,5
T00416,44-685-062,Diego Ortiz,diego.ortiz.16@outlook.com,2025-05-07,Consulta,5
T00417, 47496897 ,Pablo Suarez,pablo.suarez.21@hotmail.com,2025-10-26,Cambio,N/A
T00418,47-496-897,PABLO SUAREZ,pablosuarez21@hotmail.com,14/08/2026,Cambio,4
T00419,,PABLO SUAREZ, pablo.suarez.21@hotmail.com ,19/11/2025,Cambio,3
T00420, 35358120 ,Leandro Castro,LEANDRO.CASTRO.79@EMPRESA.COM.AR,2025-09-09,Consulta,5
T00421,35.358.120,Leandro Castro, leandro.castro.79@empresa.com.ar ,09/04/2025,Entrega,4
T00422, 35358120 ,Leandro Castro,leandrocastro79@empresa.com.ar,23/07/2025,Cambio,1
T00423,,FLORENCIA JOAQUIN ROMERO,florenciajoaquinromero9@outlook.com,2026-05-14,Facturacion,N/A
T00424,26345233,Florencia Romero,FLORENCIA.JOAQUIN.ROMERO.9@OUTLOOK.COM,10-06-25,Facturacion,1
T00425,26.345.233,Florencia Joaquín Romero,florencia.joaquin.romero.9@outlook.com,11/08/2025,Cambio,
T00426,37232873,PABLO SUAREZ,pablo.suarez.40@gmail.com,09-11-25,Cambio,5
T00427,37-232-873,Pablo Suárez,pablo.suarez.40@gmail.com,2025-02-04,Cambio,2
T00428,37-232-873,Pablo Suarez,PABLO.SUAREZ.40@GMAIL.COM,18/01/2025,Garantia,5
T00429,46-370-538,NATALIA MOLINA, natalia.molina.47@hotmail.com ,02/04/2025,Facturacion,2
T00430, 46370538 ,Natalia Molina,NATALIA.MOLINA.47@HOTMAIL.COM,24/06/2025,Consulta,4
T00431,,Valentina Gomez,,19-11-25,Entrega,1
T00432,46801996,Valentina Gomez,VALENTINA.GOMEZ.1@OUTLOOK.COM,07-07-26,Facturacion,2
T00433, 35493156 ,Martín Ruiz,MARTIN.RUIZ.29@OUTLOOK.COM,16-02-25,Facturacion,
T00434,35-493-156,Martín Ruiz,,2026-01-16,Cambio,3
T00435,42-252-920,GONZALO FERNANDEZ,gonzalo.fernandez.61@empresa.com.ar,29-01-26,Entrega,3
T00436,24-753-833,JUAN DIAZ,juan.diaz.65@outlook.com,15-11-25,Entrega,
T00437, 24753833 ,JUAN DIAZ, juan.diaz.65@outlook.com ,28/01/2026,Cambio,
T00438,24-753-833,Juan Diaz,juan.diaz.65@outlook.com,17/06/2025,Garantia,
T00439,44-191-672,Tomas Romero,,26/04/2025,Cambio,5
T00440,44-191-672,Tomas J. Romero,tomas.joaquin.romero.8@empresa.com.ar,03/04/2025,Cambio,4
T00441,,Tomas Joaquin Romero,TOMAS.JOAQUIN.ROMERO.8@EMPRESA.COM.AR,2025-10-07,Cambio,N/A
T00442,42.567.927,Camila Gonzalo Rodriguez,camila.gonzalo.rodriguez.29@empresa.com.ar,12/08/2025,Facturacion,N/A
T00443,42-567-927,Camila Gonzalo Rodriguez,,30-03-26,Entrega,5
T00444,42-567-927,Camila Rodriguez,camila.gonzalo.rodriguez.29@empresa.com.ar,06-06-26,Garantia,
T00445, 41528997 ,Juan Silva,JUAN.SILVA.0@EMPRESA.COM.AR,25/03/2025,Facturacion,5
T00446,20-597-611,JUAN FLORES,,19-01-25,Facturacion,3
T00447,,Juan Flores,JUAN.FLORES.26@OUTLOOK.COM,05-08-25,Consulta,4
T00448,40.946.489,Federico Gomez,federico.gomez.43@hotmail.com,06-03-26,Cambio,N/A
T00449,49-071-642,Natalia Castro,natalia.castro.42@gmail.com,13/06/2025,Consulta,
T00450,,Juan Andrés Acosta,juan.andres.acosta.59@hotmail.com,23-06-25,Consulta,3
T00451,31214943,Juan Andres Acosta, juan.andres.acosta.59@hotmail.com ,29-03-25,Cambio,N/A
T00452,37-231-199,LAURA MOLINA,laura.molina.7@gmail.com,21/05/2025,Entrega,5
T00453,,Paula Rodríguez,paula.rodriguez.8@empresa.com.ar,15-01-26,Entrega,5
T00454,47-537-865,PAULA RODRIGUEZ,PAULA.RODRIGUEZ.8@EMPRESA.COM.AR,06/03/2026,Cambio,2
T00455, 47537865 ,Paula Rodríguez,paula.rodriguez.8@empresa.com.ar,2026-01-08,Cambio,1
T00456,46187700,Tomas M. Lopez,tomas.matias.lopez.11@empresa.com.ar,17/12/2025,Entrega,N/A
T00457, 46187700 ,Tomás Matías López,tomasmatiaslopez11@empresa.com.ar,2025-04-06,Facturacion,4
T00458,,Tomas Matias Lopez,TOMAS.MATIAS.LOPEZ.11@EMPRESA.COM.AR,15/03/2026,Facturacion,
T00459,43-384-744,Andrés Torres,ANDRES.TORRES.0@HOTMAIL.COM,09-03-26,Entrega,2
T00460,43-384-744,Andrés Torres,ANDRES.TORRES.0@HOTMAIL.COM,21/03/2025,Consulta,3
T00461, 43384744 ,Andrés Torres,ANDRES.TORRES.0@HOTMAIL.COM,05/12/2025,Facturacion,5
T00462,48328109,Florencia Ortiz,FLORENCIA.ORTIZ.83@HOTMAIL.COM,2025-10-28,Cambio,3
T00463, 48328109 ,Florencia Ortiz, florencia.ortiz.83@hotmail.com ,26/12/2025,Facturacion,N/A
T00464,48.328.109,Florencia Ortiz,FLORENCIA.ORTIZ.83@HOTMAIL.COM,22/09/2025,Facturacion,5
T00465,36.287.184,Rocio Rodriguez,ROCIO.RODRIGUEZ.39@HOTMAIL.COM,19-05-26,Facturacion,5
T00466,36.287.184,Rocio Rodriguez,rocio.rodriguez.39@hotmail.com,15-04-26,Consulta,5
T00467,44.753.798,Natalia Rocio Castro, natalia.rocio.castro.20@gmail.com ,13-05-26,Garantia,
T00468,44753798,Natalia R. Castro,natalia.rocio.castro.20@gmail.com,2025-03-14,Consulta,
T00469, 41766774 ,MARTIN DIAZ, martin.diaz.6@gmail.com ,06/07/2025,Cambio,4
T00470,42.677.644,Micaela F. Silva,micaela.franco.silva.87@gmail.com,2025-10-09,Cambio,2
T00471,40-333-100,GONZALO BENITEZ,gonzalo.benitez.63@outlook.com,2025-03-27,Entrega,3
T00472,36339860,Matias Perez, matias.perez.91@empresa.com.ar ,2025-11-30,Cambio,4
T00473,36.339.860,Matías Pérez, matias.perez.91@empresa.com.ar ,25/01/2026,Consulta,5
T00474,42-304-016,Nicolas Silva,,26-12-25,Facturacion,4
T00475,42304016,NICOLAS SILVA,nicolas.silva.22@outlook.com,25/05/2026,Facturacion,N/A
T00476, 20655052 ,Carolina Gomez, carolina.gomez.7@empresa.com.ar ,17-09-25,Garantia,1
T00477,20-655-052,Carolina Gomez, carolina.gomez.7@empresa.com.ar ,02-08-26,Facturacion,1
T00478,,Camila Fernandez, camila.fernandez.61@empresa.com.ar ,2026-06-21,Garantia,N/A
T00479, 36184645 ,Camila Fernández,camilafernandez61@empresa.com.ar,2025-08-07,Facturacion,3
T00480,,Franco Flores,,2025-04-28,Facturacion,3
T00481, 30165626 ,Franco Flores, franco.flores.88@gmail.com ,02/11/2025,Entrega,4
T00482,30165626,Franco Flores, franco.flores.88@gmail.com ,24-03-26,Facturacion,1
T00483,26.418.539,Florencia Perez,,15/04/2026,Consulta,N/A
T00484,26-418-539,Florencia Perez,florencia.perez.60@outlook.com,2026-05-25,Entrega,N/A
T00485,28714365,Lucia Martinez,lucia.martinez.36@empresa.com.ar,20-06-26,Cambio,2
T00486,41.859.258,Micaela Diaz,MICAELA.DIAZ.62@EMPRESA.COM.AR,2025-12-12,Garantia,
T00487,41.859.258,Micaela Diaz,MICAELA.DIAZ.62@EMPRESA.COM.AR,24-06-26,Entrega,1
T00488,,Sebastian Rocio Rodriguez, sebastian.rocio.rodriguez.91@outlook.com ,2025-07-31,Entrega,N/A
T00489, 28146609 ,Sebastian R. Rodriguez, sebastian.rocio.rodriguez.91@outlook.com ,14-01-26,Consulta,1
T00490,45399464,Gonzalo Romero, gonzalo.romero.53@gmail.com ,2025-08-04,Cambio,N/A
T00491, 45399464 ,GONZALO ROMERO,gonzalo.romero.53@gmail.com,18/07/2025,Cambio,4
T00492,36-439-064,Julieta Acosta,julieta.acosta.11@outlook.com,2025-03-03,Facturacion,2
T00493,36439064,Julieta Acosta, julieta.acosta.11@outlook.com ,27/05/2025,Cambio,N/A
T00494,38.390.124,Maria Ortiz,maria.ortiz.21@outlook.com,2025-08-20,Garantia,3
T00495, 42645423 ,Paula Suarez,PAULA.SUAREZ.46@HOTMAIL.COM,15/07/2025,Cambio,3
T00496,42.645.423,Paula Suárez,paula.suarez.46@hotmail.com,01/06/2025,Facturacion,3
T00497,32.605.884,Valentina Alvarez,valentina.alvarez.4@empresa.com.ar,07/07/2026,Facturacion,3
T00498,25342306,Florencia M. Silva,,31/12/2025,Cambio,
T00499, 25342306 ,Florencia Maria Silva, florencia.maria.silva.27@gmail.com ,29/08/2025,Consulta,N/A
T00500, 25342306 ,Florencia Silva, florencia.maria.silva.27@gmail.com ,02-10-25,Cambio,N/A
T00501,48939160,Matias Alvarez, matias.alvarez.25@hotmail.com ,25/04/2026,Cambio,5
T00502,49.353.599,MICAELA LOPEZ,micaela.lopez.66@hotmail.com,2026-08-16,Garantia,
T00503,29-726-897,Micaela J. Fernandez,MICAELA.JULIETA.FERNANDEZ.63@OUTLOOK.COM,2026-02-24,Cambio,5
T00504,,Micaela Julieta Fernández,,2025-12-09,Garantia,2
T00505,,CARLOS PEREZ,CARLOS.PEREZ.13@GMAIL.COM,07/08/2025,Cambio,N/A
T00506,,Carlos Perez,CARLOS.PEREZ.13@GMAIL.COM,08-02-25,Cambio,N/A
T00507,32-859-350,Carlos Perez,carlos.perez.13@gmail.com,2025-08-14,Garantia,N/A
T00508,20.084.930,CAROLINA ROJAS,CAROLINA.ROJAS.43@OUTLOOK.COM,03/08/2025,Entrega,N/A
T00509,20.084.930,Carolina Rojas,carolina.rojas.43@outlook.com,2025-08-29,Garantia,4
T00510,21.724.284,MARTIN FERNANDEZ,martin.fernandez.75@empresa.com.ar,23-04-25,Consulta,1
T00511,30.204.305,Andres Navarro, andres.navarro.27@outlook.com ,2026-05-07,Consulta,
T00512,30-204-305,ANDRES NAVARRO,andresnavarro27@outlook.com,25-06-25,Cambio,1
T00513,,Maria Andres Romero, maria.andres.romero.57@hotmail.com ,19/02/2026,Facturacion,1
T00514,40.854.800,Maria A. Romero, maria.andres.romero.57@hotmail.com ,17-02-25,Entrega,2
T00515,40-854-800,Maria A. Romero,MARIA.ANDRES.ROMERO.57@HOTMAIL.COM,13/01/2026,Entrega,N/A
T00516,39-132-977,Valentina Acosta,valentinaacosta65@hotmail.com,13-01-26,Consulta,
T00517,39.132.977,Valentina Acosta,VALENTINA.ACOSTA.65@HOTMAIL.COM,14/07/2025,Consulta,
T00518, 39132977 ,Valentina Acosta,valentina.acosta.65@hotmail.com,10/06/2026,Consulta,
T00519,22799665,Leandro Juan Perez,LEANDRO.JUAN.PEREZ.84@EMPRESA.COM.AR,28/05/2026,Garantia,5
T00520,22-799-665,LEANDRO JUAN PEREZ,,29/07/2026,Cambio,3
T00521,22799665,Leandro Juan Pérez, leandro.juan.perez.84@empresa.com.ar ,17-04-25,Consulta,3
T00522, 29272848 ,FRANCO MARTINEZ,franco.martinez.22@outlook.com,2025-08-23,Facturacion,4
T00523, 29272848 ,Franco Martinez,FRANCO.MARTINEZ.22@OUTLOOK.COM,02/07/2026,Consulta,N/A
T00524,34.373.604,Andres Sanchez,andres.sanchez.71@gmail.com,2026-05-05,Entrega,1
T00525,34.373.604,ANDRES SANCHEZ,ANDRES.SANCHEZ.71@GMAIL.COM,26-10-25,Entrega,5
T00526,30-530-215,MICAELA GOMEZ, micaela.gomez.46@hotmail.com ,2025-09-14,Garantia,5
T00527,35.457.714,Maria Ramirez,maria.ramirez.50@outlook.com,05-02-25,Consulta,4
T00528,35.457.714,Maria Ramirez, maria.ramirez.50@outlook.com ,11/02/2025,Garantia,3
T00529,35.457.714,MARIA RAMIREZ,MARIA.RAMIREZ.50@OUTLOOK.COM,08-04-25,Cambio,2
